Provider_ID,Hospital_Name,Measure_ID,Gastrointestinal,Eye,Nervous System,Musculoskeletal,Skin,Genitourinary,Cardiovascular,Start_Date,End_Date
"100052","WINTER HAVEN HOSPITAL","OP-26","4724","857","1772","688","409","1689","1306","01/01/2012","12/31/2012"
"100053","HIALEAH HOSPITAL","OP-26","1027","146","82","694","1502","342","86","01/01/2012","12/31/2012"
"100054","TWIN CITIES HOSPITAL","OP-26","785","0","249","191","19","57","53","01/01/2012","12/31/2012"
"100055","FLORIDA HOSPITAL NORTH PINELLAS","OP-26","290","3","133","537","203","492","734","01/01/2012","12/31/2012"
"100057","FLORIDA HOSPITAL WATERMAN","OP-26","2520","524","91","399","408","420","166","01/01/2012","12/31/2012"
"100062","MUNROE REGIONAL MEDICAL CENTER","OP-26","309","0","3","481","86","646","454","01/01/2012","12/31/2012"
"100063","MORTON PLANT NORTH BAY HOSPITAL","OP-26","796","0","39","223","192","441","13646","01/01/2012","12/31/2012"
"100067","ST ANTHONY'S HOSPITAL","OP-26","2068","3","409","637","2018","771","9254","01/01/2012","12/31/2012"
"100068","FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER","OP-26","743","9","300","355","0","769","102","01/01/2012","12/31/2012"
"100069","FLORIDA HOSPITAL CARROLLWOOD","OP-26","97","0","6","9","2","13","1","01/01/2012","12/31/2012"
"100070","VENICE REGIONAL MEDICAL CENTER","OP-26","306","0","488","9","692","0","559","01/01/2012","12/31/2012"
"100071","BAYFRONT HEALTH BROOKSVILLE","OP-26","50","0","3","18","97","55","233","01/01/2012","12/31/2012"
"100072","FLORIDA HOSPITAL FISH MEMORIAL","OP-26","1","0","1","0","1","3","2","01/01/2012","12/31/2012"
"100073","HOLY CROSS HOSPITAL INC","OP-26","136890","0","56783","37841","5761","51083","92102","01/01/2012","12/31/2012"
"100075","ST JOSEPH'S HOSPITAL","OP-26","9153","255","1685","2703","4324","3186","56680","01/01/2012","12/31/2012"
"100077","BAYFRONT HEALTH PORT CHARLOTTE","OP-26","39","0","137","15","7","102","368","01/01/2012","12/31/2012"
"100080","JFK MEDICAL CENTER","OP-26","1874","20","31","719","2610","212","1048","01/01/2012","12/31/2012"
"100081","HEALTHMARK REGIONAL MEDICAL CENTER","OP-26","65","0","79","3","22","3","0","01/01/2012","12/31/2012"
"100084","LEESBURG REGIONAL MEDICAL CENTER","OP-26","2597","0","109","1205","1703","763","725","01/01/2012","12/31/2012"
"100086","BROWARD HEALTH NORTH","OP-26","3166","166","312","566","955","386","605","01/01/2012","12/31/2012"
"100087","SARASOTA MEMORIAL HOSPITAL","OP-26","6594","351","4187","3740","5339","1356","1694","01/01/2012","12/31/2012"
"100088","BAPTIST MEDICAL CENTER","OP-26","6176","273","2100","2563","499","875","1601","01/01/2012","12/31/2012"
"100090","FLAGLER HOSPITAL","OP-26","1701","82","56","519","39","194","180","01/01/2012","12/31/2012"
"100092","WUESTHOFF MEDICAL CENTER  ROCKLEDGE","OP-26","59","0","456","188","216","95","297","01/01/2012","12/31/2012"
"100093","BAPTIST HOSPITAL","OP-26","1558","109","83","220","38","402","1033","01/01/2012","12/31/2012"
"100099","LAKE WALES MEDICAL CENTER","OP-26","1237","386","68","96","1330","59","102","01/01/2012","12/31/2012"
"100102","SHANDS LAKE SHORE REGIONAL MEDICAL CENTER","OP-26","19","0","0","0","6","5","60","01/01/2012","12/31/2012"
"100105","INDIAN RIVER MEMORIAL HOSPITAL INC","OP-26","621","0","52","72","34","391","478","01/01/2012","12/31/2012"
"100106","DOCTOR'S MEMORIAL HOSPITAL INC","OP-26","1149","44","1","155","71","30","10","01/01/2012","12/31/2012"
"100107","LEHIGH REGIONAL MEDICAL CENTER","OP-26","680","0","8","510","436","343","59","01/01/2012","12/31/2012"
"100109","FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER","OP-26","697","189","17","39","39","131","114","01/01/2012","12/31/2012"
"100110","OSCEOLA REGIONAL MEDICAL CENTER","OP-26","1116","0","10","1530","1623","138","449","01/01/2012","12/31/2012"
"100113","UF HEALTH SHANDS HOSPITAL","OP-26","827","632","760","1684","2077","877","562","01/01/2012","12/31/2012"
"100117","BAPTIST MEDICAL CENTER  BEACHES","OP-26","181","21","265","642","100","313","181","01/01/2012","12/31/2012"
"100118","FLORIDA HOSPITAL FLAGLER","OP-26","44","0","1","92","62","25","268","01/01/2012","12/31/2012"
"100121","BARTOW REGIONAL MEDICAL CENTER","OP-26","11","0","15","3","545","34","73","01/01/2012","12/31/2012"
"100122","NORTH OKALOOSA MEDICAL CENTER","OP-26","1197","846","0","234","254","294","1197","01/01/2012","12/31/2012"
"100124","SANTA ROSA MEDICAL CENTER","OP-26","16","0","12","660","445","229","108","01/01/2012","12/31/2012"
"100125","HOMESTEAD HOSPITAL","OP-26","913","91","52","933","2758","324","28","01/01/2012","12/31/2012"
"100126","PALMS OF PASADENA HOSPITAL","OP-26","822","0","344","418","716","358","72","01/01/2012","12/31/2012"
"100127","MORTON PLANT HOSPITAL","OP-26","4154","195","967","2231","2426","2978","38342","01/01/2012","12/31/2012"
"100128","TAMPA GENERAL HOSPITAL","OP-26","5053","495","532","675","111","942","3041","01/01/2012","12/31/2012"
"100130","LAKESIDE MEDICAL CENTER","OP-26","0","0","0","0","0","0","0","01/01/2012","12/31/2012"
"100131","AVENTURA HOSPITAL AND MEDICAL CENTER","OP-26","2099","0","20","420","707","169","301","01/01/2012","12/31/2012"
"100132","SOUTH FLORIDA BAPTIST HOSPITAL","OP-26","2992","228","174","803","673","568","13343","01/01/2012","12/31/2012"
"100135","TALLAHASSEE MEMORIAL HEALTHCARE","OP-26","4818","377","1354","1014","1182","1928","1436","01/01/2012","12/31/2012"
"100137","HEART OF FLORIDA REGIONAL MEDICAL CENTER","OP-26","39","0","4","12","182","147","155","01/01/2012","12/31/2012"
"100140","BAPTIST MEDICAL CENTER  NASSAU","OP-26","3362","675","17","257","21","42","109","01/01/2012","12/31/2012"
"100142","JACKSON HOSPITAL","OP-26","1056","0","14","174","14","116","3","01/01/2012","12/31/2012"
"100150","LOWER KEYS MEDICAL CENTER","OP-26","76","0","10","228","13","10","127","01/01/2012","12/31/2012"
"100151","MAYO CLINIC FLORIDA","OP-26","4629","641","2843","1121","566","412","1399","01/01/2012","12/31/2012"
"100154","SOUTH MIAMI HOSPITAL","OP-26","1358","80","49","167","3686","410","146","01/01/2012","12/31/2012"
"100156","LAKE CITY MEDICAL CENTER","OP-26","504","0","22","123","17","182","30","01/01/2012","12/31/2012"
"100157","LAKELAND REGIONAL MEDICAL CENTER","OP-26","2603","0","46","498","281","618","772","01/01/2012","12/31/2012"
"100161","CENTRAL FLORIDA REGIONAL HOSPITAL","OP-26","915","0","59","200","209","146","277","01/01/2012","12/31/2012"
"100166","DOCTORS HOSPITAL OF SARASOTA","OP-26","773","0","50","400","657","228","290","01/01/2012","12/31/2012"
"100167","PLANTATION GENERAL HOSPITAL","OP-26","791","0","34","787","238","143","772","01/01/2012","12/31/2012"
"100168","BOCA RATON REGIONAL HOSPITAL","OP-26","448","0","351","529","1238","1122","798","01/01/2012","12/31/2012"
"100173","FLORIDA HOSPITAL TAMPA","OP-26","854","0","0","17","3","128","34","01/01/2012","12/31/2012"
"100175","DESOTO MEMORIAL HOSPITAL","OP-26","547","0","40","21","16","48","12","01/01/2012","12/31/2012"
"100176","PALM BEACH GARDENS MEDICAL CENTER","OP-26","833","0","27","691","1003","433","614","01/01/2012","12/31/2012"
"100177","CAPE CANAVERAL HOSPITAL","OP-26","2845","0","77","362","94","328","204","01/01/2012","12/31/2012"
"100179","MEMORIAL HOSPITAL JACKSONVILLE","OP-26","4182","0","149","622","1014","303","1101","01/01/2012","12/31/2012"
"100180","ST PETERSBURG GENERAL HOSPITAL","OP-26","760","14","32","390","1133","283","119","01/01/2012","12/31/2012"
"100181","LARKIN COMMUNITY HOSPITAL","OP-26","994","510","437","275","331","5","67","01/01/2012","12/31/2012"
"100183","CORAL GABLES HOSPITAL","OP-26","988","418","367","325","436","333","57","01/01/2012","12/31/2012"
"100187","PALMETTO GENERAL HOSPITAL","OP-26","832","80","495","1165","2680","716","180","01/01/2012","12/31/2012"
"100189","NORTHWEST MEDICAL CENTER","OP-26","1073","6","1178","249","70","267","181","01/01/2012","12/31/2012"
"100191","MEDICAL CENTER OF TRINITY","OP-26","470","0","32","27","35","334","226","01/01/2012","12/31/2012"
"100200","BROWARD HEALTH IMPERIAL POINT","OP-26","0","0","0","0","0","0","0","01/01/2012","12/31/2012"
"100204","NORTH FLORIDA REGIONAL MEDICAL CENTER","OP-26","1986","1","12","827","807","710","1170","01/01/2012","12/31/2012"
"100206","MEMORIAL HOSPITAL OF TAMPA","OP-26","4615","378","409","436","674","180","425","01/01/2012","12/31/2012"
"100209","KENDALL REGIONAL MEDICAL CENTER","OP-26","1550","200","15","137","67","262","130","01/01/2012","12/31/2012"
"100211","BAYFRONT HEALTH DADE CITY","OP-26","61","0","3","1","2401","76","96","01/01/2012","12/31/2012"
"100212","OCALA REGIONAL MEDICAL CENTER","OP-26","2047","0","78","1990","642","248","692","01/01/2012","12/31/2012"
"100213","BLAKE MEDICAL CENTER","OP-26","1122","0","21","177","42","109","576","01/01/2012","12/31/2012"
"100217","SEBASTIAN RIVER MEDICAL CENTER","OP-26","136","0","34","188","2193","55","115","01/01/2012","12/31/2012"
"100220","GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM","OP-26","1614","8","43","270","87","2678","1939","01/01/2012","12/31/2012"
"100223","FORT WALTON BEACH MEDICAL CENTER","OP-26","2064","0","189","496","96","113","599","01/01/2012","12/31/2012"
"100224","UNIVERSITY HOSPITAL AND MEDICAL CENTER","OP-26","259","0","89","173","912","42","199","01/01/2012","12/31/2012"
"100226","ORANGE PARK MEDICAL CENTER","OP-26","2153","0","130","596","2786","298","635","01/01/2012","12/31/2012"
"100228","WESTSIDE REGIONAL MEDICAL CENTER","OP-26","319","0","6","256","41","36","420","01/01/2012","12/31/2012"
"100230","MEMORIAL HOSPITAL PEMBROKE","OP-26","1060","0","775","772","543","351","299","01/01/2012","12/31/2012"
"100231","WEST FLORIDA HOSPITAL","OP-26","1321","0","68","272","91","323","1146","01/01/2012","12/31/2012"
"100232","PUTNAM COMMUNITY MEDICAL CENTER","OP-26","1393","477","0","150","12","119","70","01/01/2012","12/31/2012"
"100234","WEST PALM HOSPITAL","OP-26","540","0","1015","460","407","122","113","01/01/2012","12/31/2012"
"100236","FAWCETT MEMORIAL HOSPITAL","OP-26","741","1","419","721","1687","177","390","01/01/2012","12/31/2012"
"100238","NORTHSIDE HOSPITAL","OP-26","359","5","51","103","31","76","180","01/01/2012","12/31/2012"
"100239","EDWARD WHITE HOSPITAL","OP-26","75","0","950","606","1058","32","88","01/01/2012","12/31/2012"
"100240","ANNE BATES LEACH EYE HOSPITAL","OP-26","0","11123","0","0","0","0","0","01/01/2012","12/31/2012"
"100242","GULF COAST REGIONAL MEDICAL CENTER","OP-26","4741","2","44","1168","2000","187","353","01/01/2012","12/31/2012"
"100243","BRANDON REGIONAL HOSPITAL","OP-26","2763","0","55","228","154","444","521","01/01/2012","12/31/2012"
"100244","CAPE CORAL HOSPITAL","OP-26","1939","0","2325","889","108","2162","1220","01/01/2012","12/31/2012"
"100246","LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE","OP-26","522","0","11","152","35","209","532","01/01/2012","12/31/2012"
"100248","LARGO MEDICAL CENTER","OP-26","899","64","207","1236","979","61","406","01/01/2012","12/31/2012"
"100249","SEVEN RIVERS REGIONAL MEDICAL CENTER","OP-26","23","0","13","252","150","36","187","01/01/2012","12/31/2012"
"100252","RAULERSON HOSPITAL","OP-26","1886","0","0","290","61","165","119","01/01/2012","12/31/2012"
"100253","JUPITER MEDICAL CENTER","OP-26","2667","0","1355","473","3001","267","873","01/01/2012","12/31/2012"
"100254","CAPITAL REGIONAL MEDICAL CENTER","OP-26","1891","0","42","1085","1115","125","228","01/01/2012","12/31/2012"
"100255","TAMPA COMMUNITY HOSPITAL","OP-26","1737","107","173","450","876","247","72","01/01/2012","12/31/2012"
"100256","REGIONAL MEDICAL CENTER BAYONET POINT","OP-26","235","1","3","606","951","65","334","01/01/2012","12/31/2012"
"100258","DELRAY MEDICAL CENTER","OP-26","924","0","20","998","2385","876","499","01/01/2012","12/31/2012"
"100259","SOUTH BAY HOSPITAL","OP-26","880","0","11","330","16","114","103","01/01/2012","12/31/2012"
"100260","ST LUCIE MEDICAL CENTER","OP-26","490","0","16","615","473","35","278","01/01/2012","12/31/2012"
"100264","OAK HILL HOSPITAL","OP-26","575","0","29","218","44","178","408","01/01/2012","12/31/2012"
"100265","MORTON PLANT MEASE HEALTHCARE COUNTRYSIDE","OP-26","3113","442","227","1275","1515","2162","28700","01/01/2012","12/31/2012"
"100266","GULF BREEZE HOSPITAL","OP-26","351","41","824","346","22","32","76","01/01/2012","12/31/2012"
"100267","ENGLEWOOD COMMUNITY HOSPITAL","OP-26","168","165","1","1330","1232","53","42","01/01/2012","12/31/2012"
"100268","WEST BOCA MEDICAL CENTER","OP-26","1295","60","9","940","1662","492","86","01/01/2012","12/31/2012"
"100269","PALMS WEST HOSPITAL","OP-26","907","0","28","191","95","324","477","01/01/2012","12/31/2012"
"100275","WELLINGTON REGIONAL MEDICAL CENTER","OP-26","830","487","112","230","80","436","207","01/01/2012","12/31/2012"
"100276","BROWARD HEALTH CORAL SPRINGS","OP-26","1626","0","121","489","1205","290","243","01/01/2012","12/31/2012"
"100281","MEMORIAL HOSPITAL WEST","OP-26","1752","0","295","313","135","389","446","01/01/2012","12/31/2012"
"100284","WESTCHESTER GENERAL HOSPITAL","OP-26","45","0","0","1","14","3","5","01/01/2012","12/31/2012"
"100285","MEMORIAL HOSPITAL MIRAMAR","OP-26","713","14","31","143","106","608","136","01/01/2012","12/31/2012"
"100286","PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE","OP-26","133","0","53","106","723","100","374","01/01/2012","12/31/2012"
"100287","GOOD SAMARITAN MEDICAL CENTER","OP-26","1085","163","470","634","981","545","476","01/01/2012","12/31/2012"
"100288","ST MARY'S MEDICAL CENTER","OP-26","801","0","53","942","3820","225","54","01/01/2012","12/31/2012"
"100289","CLEVELAND CLINIC HOSPITAL","OP-26","10711","418","70","920","95","471","681","01/01/2012","12/31/2012"
"100290","VILLAGES REGIONAL HOSPITAL, THE","OP-26","1502","0","139","762","1058","488","672","01/01/2012","12/31/2012"
"100291","WUESTHOFF MELBOURNE","OP-26","44","0","14","536","46","106","166","01/01/2012","12/31/2012"
"100292","SACRED HEART HOSPITAL ON THE EMERALD COAST","OP-26","2634","0","321","151","20","156","188","01/01/2012","12/31/2012"
"100296","DOCTORS HOSPITAL","OP-26","685","0","218","1404","21","23","86","01/01/2012","12/31/2012"
"100299","LAKEWOOD RANCH MEDICAL CENTER","OP-26","987","0","21","142","12","151","14","01/01/2012","12/31/2012"
"100302","ST CLOUD REGIONAL MEDICAL CENTER","OP-26","19","0","1","6","73","13","29","01/01/2012","12/31/2012"
"100307","ST VINCENT'S MEDICAL CENTER SOUTHSIDE","OP-26","1035","0","299","491","53","421","327","01/01/2012","12/31/2012"
"100313","SACRED HEART HOSPITAL ON THE GULF","OP-26","301","0","0","21","3","9","2","01/01/2012","12/31/2012"
"100314","WEST KENDALL BAPTIST HOSPITAL","OP-26","141","0","0","73","7","147","0","01/01/2012","12/31/2012"
"100315","VIERA HOSPITAL","OP-26","883","0","270","1123","76","73","68","01/01/2012","12/31/2012"
"100316","PALM BAY HOSPITAL","OP-26","913","0","72","730","16","112","21","01/01/2012","12/31/2012"
"100319","FLORIDA HOSPITAL WESLEY CHAPEL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2012","12/31/2012"
"100320","POINCIANA MEDICAL CENTER","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2012","12/31/2012"
"100321","ST VINCENTS MEDICAL CENTER - CLAY COUNTY INC","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2012","12/31/2012"
"100322","REGIONAL GENERAL HOSPITAL WILLISTON","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2012","12/31/2012"
"101300","FLORIDA HOSPITAL WAUCHULA","OP-26","0","0","0","0","0","0","0","01/01/2012","12/31/2012"
"101301","SHANDS LIVE OAK REGIONAL MEDICAL CENTER","OP-26","448","0","0","1","0","0","0","01/01/2012","12/31/2012"
"101305","GEORGE E WEEMS MEMORIAL HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2012","12/31/2012"
"101309","HENDRY REGIONAL MEDICAL CENTER","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2012","12/31/2012"
"101312","FISHERMEN'S HOSPITAL","OP-26","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","01/01/2012","12/31/2012"
"101313","MARINERS HOSPITAL","OP-26","966","21","1","113","13","7","10","01/01/2012","12/31/2012"
"110001","HAMILTON MEDICAL CENTER","OP-26","5383","1","8","102","40","407","169","01/01/2012","12/31/2012"
"110002","UPSON REGIONAL MEDICAL CENTER","OP-26","853","209","0","132","22","388","60","01/01/2012","12/31/2012"
"110003","MAYO CLINIC HEALTH SYSTEM IN WAYCROSS","OP-26","3365","1114","228","1847","2338","787","25667","01/01/2012","12/31/2012"
"110004","HUTCHESON MEDICAL CENTER","OP-26","395","244","710","76","25","113","14","01/01/2012","12/31/2012"
"110005","NORTHSIDE HOSPITAL FORSYTH","OP-26","5878","874","1841","1046","64","395","80","01/01/2012","12/31/2012"
"110006","ST MARY'S HOSPITAL","OP-26","1817","287","139","831","41","321","159","01/01/2012","12/31/2012"
"110007","PHOEBE PUTNEY MEMORIAL HOSPITAL","OP-26","12938","384","35","600","104","928","1076","01/01/2012","12/31/2012"
"110008","NORTHSIDE HOSPITAL CHEROKEE","OP-26","1218","560","1","369","40","477","26","01/01/2012","12/31/2012"
"110010","EMORY UNIVERSITY HOSPITAL","OP-26","292","2","8","272","719","422","49","01/01/2012","12/31/2012"
"110011","TANNER MEDICAL CENTER - CARROLLTON","OP-26","2","3","129","1148","394","622","0","01/01/2012","12/31/2012"
"110015","TANNER MEDICAL CENTER VILLA RICA","OP-26","3","198","54","763","161","241","0","01/01/2012","12/31/2012"
"110016","WEST GEORGIA MEDICAL CENTER, INC","OP-26","3923","679","419","1464","1137","1444","1252","01/01/2012","12/31/2012"
"110018","NEWTON MEDICAL CENTER","OP-26","490","384","2554","2587","2026","283","67","01/01/2012","12/31/2012"
"110023","GORDON HOSPITAL","OP-26","2477","853","24","1366","1587","101","128","01/01/2012","12/31/2012"
"110024","CANDLER HOSPITAL","OP-26","3716","443","375","992","2158","3555","288","01/01/2012","12/31/2012"
"110025","SOUTHEAST GEORGIA HEALTH SYSTEM - BRUNSWICK CAMPUS","OP-26","1696","108","0","737","216","390","216","01/01/2012","12/31/2012"
"110026","ELBERT MEMORIAL HOSPITAL","OP-26","391","108","0","22","13","0","0","01/01/2012","12/31/2012"
"110027","TY COBB REGIONAL MEDICAL CENTER, LLC","OP-26","395","66","0","55","43","19","0","01/01/2012","12/31/2012"
"110028","UNIVERSITY HOSPITAL","OP-26","2784","594","471","1095","613","296","698","01/01/2012","12/31/2012"
"110029","NORTHEAST GEORGIA MEDICAL CENTER, INC","OP-26","3321","0","390","3198","2670","1380","1134","01/01/2012","12/31/2012"
"110030","CARTERSVILLE MEDICAL CENTER","OP-26","3556","442","298","453","106","198","321","01/01/2012","12/31/2012"
"110031","SPALDING REGIONAL HOSPITAL","OP-26","3239","695","109","1448","3989","487","565","01/01/2012","12/31/2012"
"110032","STEPHENS COUNTY HOSPITAL","OP-26","644","329","0","122","12","122","19","01/01/2012","12/31/2012"
"110034","GEORGIA HEALTH SCIENCES MEDICAL CENTER","OP-26","3778","1113","924","2450","3852","1344","534","01/01/2012","12/31/2012"
"110035","WELLSTAR KENNESTONE HOSPITAL","OP-26","8437","0","406","3098","4040","1768","1762","01/01/2012","12/31/2012"
"110036","MEMORIAL UNIVERSITY MEDICAL CENTER","OP-26","7112","269","1665","7681","6745","3111","20284","01/01/2012","12/31/2012"
"110038","JOHN D ARCHBOLD MEMORIAL HOSPITAL","OP-26","5643","0","1330","863","23","238","175","01/01/2012","12/31/2012"
"110039","TRINITY HOSPITAL OF AUGUSTA","OP-26","3824","25","1714","116","1061","297","113","01/01/2012","12/31/2012"
"110040","NORTHRIDGE MEDICAL CENTER","OP-26","524","118","0","231","92","95","0","01/01/2012","12/31/2012"
"110041","HABERSHAM COUNTY MEDICAL CTR","OP-26","1515","322","178","333","1131","156","20","01/01/2012","12/31/2012"
"110042","WELLSTAR PAULDING HOSPITAL","OP-26","825","0","33","1309","1114","292","61","01/01/2012","12/31/2012"
"110043","ST JOSEPH'S HOSPITAL - SAVANNAH","OP-26","1141","1215","399","1091","1386","120","1772","01/01/2012","12/31/2012"
"110044","PHOEBE SUMTER MEDICAL CENTER","OP-26","770","598","7","59","20","46","28","01/01/2012","12/31/2012"
"110045","BARROW REGIONAL MEDICAL CENTER","OP-26","7","0","3","0","125","15","40","01/01/2012","12/31/2012"
"110046","CLEARVIEW REGIONAL MEDICAL CENTER","OP-26","40","0","130","32","5","70","40","01/01/2012","12/31/2012"
"110050","MURRAY MEDICAL CENTER","OP-26","169","109","0","0","0","0","0","01/01/2012","12/31/2012"
"110051","UNION GENERAL HOSPITAL","OP-26","2614","173","1","243","860","65","243","01/01/2012","12/31/2012"
"110054","FLOYD MEDICAL CENTER","OP-26","1695","387","62","1434","3516","2112","1205","01/01/2012","12/31/2012"
"110064","MIDTOWN MEDICAL CENTER","OP-26","3590","116","458","101","57","241","682","01/01/2012","12/31/2012"
"110069","HOUSTON MEDICAL CENTER","OP-26","134","0","0","9","0","0","7","01/01/2012","12/31/2012"
"110071","APPLING HOSPITAL","OP-26","486","0","0","8","2","3","5","01/01/2012","12/31/2012"
"110073","DORMINY MEDICAL CENTER","OP-26","132","148","0","128","89","108","5","01/01/2012","12/31/2012"
"110074","ATHENS REGIONAL MEDICAL CENTER","OP-26","8104","541","343","1804","289","875","894","01/01/2012","12/31/2012"
"110075","EAST GEORGIA REGIONAL MEDICAL CENTER","OP-26","52","0","939","265","668","112","253","01/01/2012","12/31/2012"
"110076","DEKALB MEDICAL CENTER","OP-26","2259","506","38","1989","1990","951","1417","01/01/2012","12/31/2012"
"110078","EMORY UNIVERSITY HOSPITAL MIDTOWN","OP-26","330","193","32","343","1089","645","236","01/01/2012","12/31/2012"
"110079","GRADY MEMORIAL HOSPITAL","OP-26","3596","449","473","2927","5349","751","492","01/01/2012","12/31/2012"
"110082","SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","OP-26","3991","0","98","702","874","418","1847","01/01/2012","12/31/2012"
"110083","PIEDMONT HOSPITAL","OP-26","7418","141","2639","1113","215","839","1883","01/01/2012","12/31/2012"
"110086","WASHINGTON COUNTY REGIONAL MEDICAL CENTER","OP-26","10","0","0","0","0","0","0","01/01/2012","12/31/2012"
"110087","GWINNETT MEDICAL CENTER","OP-26","5573","1802","4221","3350","333","1058","1149","01/01/2012","12/31/2012"
"110089","COFFEE REGIONAL MEDICAL CENTER","OP-26","671","295","30","928","1000","584","53","01/01/2012","12/31/2012"
"110091","ROCKDALE MEDICAL CENTER","OP-26","139","1046","140","65","335","65","371","01/01/2012","12/31/2012"
"110092","DODGE COUNTY HOSPITAL","OP-26","59","185","0","60","15","122","51","01/01/2012","12/31/2012"
"110095","TIFT REGIONAL MEDICAL CENTER","OP-26","3531","264","988","1444","601","738","1483","01/01/2012","12/31/2012"
"110100","JEFFERSON HOSPITAL","OP-26","210","0","0","4","1","0","0","01/01/2012","12/31/2012"
"110101","COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR","OP-26","146","0","0","5","3","7","0","01/01/2012","12/31/2012"
"110104","CRISP REGIONAL HOSPITAL","OP-26","1547","60","2","31","8","37","37","01/01/2012","12/31/2012"
"110105","COLQUITT REGIONAL MEDICAL CENTER","OP-26","727","0","54","161","76","43","53","01/01/2012","12/31/2012"
"110107","MEDICAL CENTER OF CENTRAL GEORGIA","OP-26","6943","36","1620","328","4386","839","3088","01/01/2012","12/31/2012"
"110109","EMANUEL COUNTY HOSPITAL AUTHORITY","OP-26","357","90","14","0","14","27","8","01/01/2012","12/31/2012"
"110111","UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER","OP-26","603","134","0","77","26","0","0","01/01/2012","12/31/2012"
"110113","BURKE MEDICAL CENTER","OP-26","11","0","0","0","0","108","0","01/01/2012","12/31/2012"
"110115","ATLANTA MEDICAL CENTER","OP-26","2236","345","835","1532","4049","598","302","01/01/2012","12/31/2012"
"110121","GRADY GENERAL HOSPITAL","OP-26","900","0","2","217","2","1","7","01/01/2012","12/31/2012"
"110122","SOUTH GEORGIA MEDICAL CENTER","OP-26","2897","1438","42","362","96","505","231","01/01/2012","12/31/2012"
"110124","WAYNE MEMORIAL HOSPITAL","OP-26","713","174","44","567","859","1333","1209","01/01/2012","12/31/2012"
"110125","FAIRVIEW PARK HOSPITAL","OP-26","1642","1","2401","603","27","246","342","01/01/2012","12/31/2012"
"110128","MEADOWS REGIONAL MEDICAL CENTER","OP-26","1032","104","52","206","1962","230","150","01/01/2012","12/31/2012"
"110129","ST FRANCIS HOSPITAL, INC","OP-26","6730","152","43","1982","1434","213","948","01/01/2012","12/31/2012"
"110130","IRWIN COUNTY HOSPITAL","OP-26","373","0","0","15","77","107","0","01/01/2012","12/31/2012"
"110132","MEMORIAL HOSPITAL AND MANOR","OP-26","669","248","48","113","2","24","1","01/01/2012","12/31/2012"
"110135","TAYLOR REGIONAL HOSPITAL","OP-26","774","0","577","73","6","6","5","01/01/2012","12/31/2012"
"110142","EVANS MEMORIAL HOSPITAL","OP-26","2119","286","0","12","0","2","0","01/01/2012","12/31/2012"
"110143","WELLSTAR COBB HOSPITAL","OP-26","3150","409","268","1961","2220","1247","1097","01/01/2012","12/31/2012"
"110146","SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS","OP-26","1198","0","0","200","12","34","77","01/01/2012","12/31/2012"
"110150","OCONEE REGIONAL MEDICAL CENTER","OP-26","3732","552","10","165","20","184","114","01/01/2012","12/31/2012"
"110153","PERRY HOSPITAL","OP-26","2","0","0","4","0","0","0","01/01/2012","12/31/2012"
"110161","NORTHSIDE HOSPITAL","OP-26","9423","2022","2888","1393","129","1552","149","01/01/2012","12/31/2012"
"110164","COLISEUM MEDICAL CENTERS, LLC, DBA","OP-26","2433","2","697","31","50","225","709","01/01/2012","12/31/2012"
"110165","SOUTHERN REGIONAL MEDICAL CENTER","OP-26","2885","398","189","1654","4956","1081","1742","01/01/2012","12/31/2012"
"110168","REDMOND REGIONAL MEDICAL CENTER","OP-26","1552","0","50","1971","495","360","551","01/01/2012","12/31/2012"
"110177","DOCTORS HOSPITAL","OP-26","2969","0","1116","441","303","269","91","01/01/2012","12/31/2012"
"110183","EMORY-ADVENTIST HOSPITAL","OP-26","869","49","86","320","91","312","4","01/01/2012","12/31/2012"
"110184","WELLSTAR DOUGLAS HOSPITAL","OP-26","2930","967","719","1598","1508","668","114","01/01/2012","12/31/2012"
"110186","DOCTORS SPECIALTY HOSPITAL","OP-26","1625","290","72","78","45","654","40","01/01/2012","12/31/2012"
"110187","CHESTATEE REGIONAL HOSPITAL","OP-26","86","66","0","320","13","0","0","01/01/2012","12/31/2012"
