"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure Name","Measure ID","Compared to National","Denominator","Payment","Lower Estimate","Higher Estimate","Footnote","Measure Start Date","Measure End Date"
"161313","GENESIS MEDICAL CENTER-DEWITT","1118 11TH STREET","DEWITT","IA","52742","CLINTON","5636594200","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161316","PALMER LUTHERAN HEALTH CENTER","112 JEFFERSON STREET","WEST UNION","IA","52175","FAYETTE","5634223811","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161317","MARENGO MEMORIAL HOSPITAL","300 W MAY ST","MARENGO","IA","52301","IOWA","3196425543","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161318","VETERANS MEMORIAL HOSPITAL","40 1ST STREET SE","WAUKON","IA","52172","ALLAMAKEE","5635683411","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161319","CENTRAL COMMUNITY HOSPITAL","901 DAVIDSON STREET NW","ELKADER","IA","52043","CLAYTON","5632457000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161320","COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER","909 WEST FIRST STREET","SUMNER","IA","50674","BREMER","5635783275","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161321","SANFORD ROCK RAPIDS MEDICAL CENTER","801 SOUTH GREENE STREET","ROCK RAPIDS","IA","51246","LYON","7124722591","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161322","DALLAS COUNTY HOSPITAL","610 TENTH STREET","PERRY","IA","50220","DALLAS","5154653547","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161325","GREENE COUNTY MEDICAL CENTER","1000 WEST LINCOLNWAY","JEFFERSON","IA","50129","GREENE","5153862114","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161326","MADISON COUNTY MEMORIAL HOSPITAL","300 WEST HUTCHINGS STREET","WINTERSET","IA","50273","MADISON","5154622373","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161327","DAVIS COUNTY HOSPITAL","509 NORTH MADISON STREET","BLOOMFIELD","IA","52537","DAVIS","6416642145","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161328","REGIONAL HEALTH SERVICES OF HOWARD COUNTY","235 8TH AVENUE WEST","CRESCO","IA","52136","HOWARD","5635472101","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161329","JACKSON COUNTY REGIONAL HEALTH CENTER","700 W GROVE ST","MAQUOKETA","IA","52060","JACKSON","5636522474","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161330","AUDUBON COUNTY MEMORIAL HOSPITAL","515 PACIFIC STREET","AUDUBON","IA","50025","AUDUBON","7125632611","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161331","MERCY MEDICAL CENTER-NEW HAMPTON","308 NORTH MAPLE AVENUE","NEW HAMPTON","IA","50659","CHICKASAW","6413944121","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161332","MANNING REGIONAL HEALTHCARE CENTER","1550 SIXTH STREET","MANNING","IA","51455","CARROLL","7126552072","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161333","STORY COUNTY HOSPITAL","640 SOUTH 19TH STREET","NEVADA","IA","50201","STORY","5153822111","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161335","BUCHANAN COUNTY HEALTH CENTER","1600 FIRST ST EAST","INDEPENDENCE","IA","50644","BUCHANAN","3193320999","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161336","HEGG MEMORIAL HEALTH CENTER","1202 21ST AVENUE","ROCK VALLEY","IA","51247","SIOUX","7124768000","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"161337","VAN BUREN COUNTY HOSPITAL","304 FRANKLIN STREET","KEOSAUQUA","IA","52565","VAN BUREN","3192933171","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161338","MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN","201 EIGHTH AVENUE SE","OELWEIN","IA","50662","FAYETTE","3192836000","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","7 - No cases met the criteria for this measure.","07/01/2010","06/30/2013"
"161339","WAVERLY HEALTH CENTER","312  9TH STREET SW","WAVERLY","IA","50677","BREMER","3193524120","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161340","DECATUR COUNTY HOSPITAL","1405 NW CHURCH STREET","LEON","IA","50144","DECATUR","6414464871","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161341","LUCAS COUNTY HEALTH CENTER","1200 NORTH 7TH STREET","CHARITON","IA","50049","LUCAS","6417743000","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161342","MONROE COUNTY HOSPITAL","6580 165TH STREET","ALBIA","IA","52531","MONROE","6419322134","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161343","REGIONAL MEDICAL CENTER","709 W MAIN STREET","MANCHESTER","IA","52057","DELAWARE","5639273232","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161344","WASHINGTON COUNTY HOSPITAL AND CLINICS","400 EAST POLK STREET","WASHINGTON","IA","52353","WASHINGTON","3196535481","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161345","OSCEOLA COMMUNITY HOSPITAL","600 9TH AVENUE NORTH","SIBLEY","IA","51249","OSCEOLA","7127542574","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161346","SIOUX CENTER HEALTH","1101 9TH STREET SE","SIOUX CENTER","IA","51250","SIOUX","7127221271","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161347","FLOYD COUNTY MEMORIAL HOSPITAL","800 11TH ST","CHARLES CITY","IA","50616","FLOYD","6412286830","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161348","CLARKE COUNTY HOSPITAL","800 S FILLMORE ST","OSCEOLA","IA","50213","CLARKE","6413422184","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161349","VIRGINIA GAY HOSPITAL","502 NORTH 9TH AVENUE","VINTON","IA","52349","BENTON","3194726200","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161350","STEWART MEMORIAL COMMUNITY HOSPITAL","1301 WEST MAIN STREET","LAKE CITY","IA","51449","CALHOUN","7124643171","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161351","AVERA HOLY FAMILY HOSPITAL","826 NORTH 8TH STREET","ESTHERVILLE","IA","51334","EMMET","7123622631","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161352","CLARINDA REGIONAL HEALTH CENTER","220 ESSIE DAVISON DRIVE","CLARINDA","IA","51632","PAGE","7125422176","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161353","KOSSUTH REGIONAL HEALTH CENTER","1515 SOUTH PHILLIPS STREET","ALGONA","IA","50511","KOSSUTH","5152952451","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161354","HORN MEMORIAL HOSPITAL","701 E 2ND ST","IDA GROVE","IA","51445","IDA","7123643311","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161355","KNOXVILLE HOSPITAL & CLINICS","1002 SOUTH LINCOLN STREET","KNOXVILLE","IA","50138","MARION","6418422151","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161356","HENRY COUNTY HEALTH CENTER","407 S WHITE ST","MOUNT PLEASANT","IA","52641","HENRY","3193853141","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161357","PALO ALTO COUNTY HOSPITAL","3201 1ST STREET","EMMETSBURG","IA","50536","PALO ALTO","7128525500","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161358","WAYNE COUNTY HOSPITAL","417 SOUTH EAST STREET","CORYDON","IA","50060","WAYNE","6418722260","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161359","BURGESS HEALTH CENTER","1600 DIAMOND STREET","ONAWA","IA","51040","MONONA","7124232311","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161360","ORANGE CITY AREA HEALTH SYSTEM","1000 LINCOLN CIRCLE SE","ORANGE CITY","IA","51041","SIOUX","7127374984","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161361","VAN DIEST MEDICAL CENTER","2350 HOSPITAL DRIVE","WEBSTER CITY","IA","50595","HAMILTON","5158329400","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161362","CHEROKEE REGIONAL MEDICAL CENTER","300 SIOUX VALLEY DRIVE","CHEROKEE","IA","51012","CHEROKEE","7122255101","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161363","MONTGOMERY COUNTY MEMORIAL HOSPITAL","2301 EASTERN AVENUE","RED OAK","IA","51566","MONTGOMERY","7126237000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","27","21,688","18,590","25,338","","07/01/2010","06/30/2013"
"161364","JEFFERSON COUNTY HEALTH CENTER","2000 S MAIN","FAIRFIELD","IA","52556","JEFFERSON","6414724111","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161365","GREATER REGIONAL MEDICAL CENTER","1700 WEST TOWNLINE ROAD","CRESTON","IA","50801","UNION","6417827091","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161366","SHENANDOAH MEDICAL CENTER","300 PERSHING AVENUE","SHENANDOAH","IA","51601","PAGE","7122461230","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161367","PELLA REGIONAL HEALTH CENTER","404 JEFFERSON STREET","PELLA","IA","50219","MARION","6416283150","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161368","FLOYD VALLEY HOSPITAL","714 LINCOLN ST NE","LE MARS","IA","51031","PLYMOUTH","7125467871","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161369","CRAWFORD COUNTY MEMORIAL HOSPITAL","100 MEDICAL PARKWAY","DENISON","IA","51442","CRAWFORD","7122652500","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161370","LORING HOSPITAL","211 HIGHLAND AVENUE PO BOX 217","SAC CITY","IA","50583","SAC","7126627105","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161371","WINNESHIEK MEDICAL CENTER","901 MONTGOMERY STREET","DECORAH","IA","52101","WINNESHIEK","5633822911","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","33","17,483","15,222","20,102","","07/01/2010","06/30/2013"
"161372","BOONE COUNTY HOSPITAL","1015 UNION STREET","BOONE","IA","50036","BOONE","5154323140","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161373","RINGGOLD COUNTY HOSPITAL","504 NORTH CLEVELAND STREET","MOUNT AYR","IA","50854","RINGGOLD","6414643226","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161374","MYRTUE MEDICAL CENTER","1213 GARFIELD AVENUE","HARLAN","IA","51537","SHELBY","7127555161","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161375","BUENA VISTA REGIONAL MEDICAL CENTER","1525 WEST 5TH STREET","STORM LAKE","IA","50588","BUENA VISTA","7127324030","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161376","CASS COUNTY MEMORIAL HOSPITAL","1501 EAST TENTH STREET","ATLANTIC","IA","50022","CASS","7122433250","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161377","MERCY MEDICAL CENTER-CENTERVILLE","ONE ST JOSEPH'S DRIVE","CENTERVILLE","IA","52544","APPANOOSE","6414374111","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161378","MERCY MEDICAL CENTER-DYERSVILLE","1111 3RD STREET SW","DYERSVILLE","IA","52040","DUBUQUE","5638757101","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2010","06/30/2013"
"161379","MAHASKA  HEALTH PARTNERSHIP","1229 C AVENUE EAST","OSKALOOSA","IA","52577","MAHASKA","6416723100","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161380","HANSEN FAMILY HOSPITAL","920 SOUTH OAK STREET","IOWA FALLS","IA","50126","HARDIN","6416484631","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"161381","SANFORD SHELDON MEDICAL CENTER","118 NORTH 7TH AVENUE","SHELDON","IA","51201","OBRIEN","7123245041","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"170006","VIA CHRISTI HOSPITAL PITTSBURG INC","1 MT CARMEL WAY","PITTSBURG","KS","66762","CRAWFORD","6202316100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","118","20,711","18,707","22,824","","07/01/2010","06/30/2013"
"170009","SAINT JOHN HOSPITAL","3500 SOUTH 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9135963930","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","25","20,644","17,746","24,076","","07/01/2010","06/30/2013"
"170010","MERCY HOSPITAL INDEPENDENCE","800 WEST MYRTLE STREET","INDEPENDENCE","KS","67301","MONTGOMERY","6203312200","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"170012","SALINA REGIONAL HEALTH CENTER","400 SOUTH SANTA FE AVENUE","SALINA","KS","67401","SALINE","7854527000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","158","22,561","20,534","24,767","","07/01/2010","06/30/2013"
"170013","HAYS MEDICAL CENTER","2220 CANTERBURY DRIVE","HAYS","KS","67601","ELLIS","7856235000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","244","22,702","20,963","24,668","","07/01/2010","06/30/2013"
"170014","RANSOM MEMORIAL HOSPITAL","1301 S MAIN STREET","OTTAWA","KS","66067","FRANKLIN","7852298200","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"170016","ST FRANCIS HEALTH CENTER INC","1700 SW 7TH STREET","TOPEKA","KS","66606","SHAWNEE","7852958000","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","218","24,337","22,328","26,531","","07/01/2010","06/30/2013"
"170017","SUSAN B ALLEN MEMORIAL HOSPITAL","720 W CENTRAL ST","EL DORADO","KS","67042","BUTLER","3163224557","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"170020","HUTCHINSON REGIONAL MEDICAL CENTER INC","1701 E 23RD AVENUE","HUTCHINSON","KS","67502","RENO","6206652001","Payment for heart attack patients","PAYM_30_AMI","Greater than the National Average Payment","192","26,790","24,367","29,449","","07/01/2010","06/30/2013"
"170023","ST CATHERINE HOSPITAL","401 EAST SPRUCE","GARDEN CITY","KS","67846","FINNEY","6202722561","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","47","23,520","20,350","26,923","","07/01/2010","06/30/2013"
"170027","PRATT REGIONAL MEDICAL CENTER","200 COMMODORE ST","PRATT","KS","67124","PRATT","6204501160","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"170039","SUMNER REGIONAL MEDICAL CENTER","1323 NORTH A ST","WELLINGTON","KS","67152","SUMNER","6203991299","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"170040","UNIVERSITY OF KANSAS HOSPITAL","3901 RAINBOW BLVD","KANSAS CITY","KS","66103","WYANDOTTE","9135887332","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","131","22,010","19,773","24,358","","07/01/2010","06/30/2013"
"170049","OLATHE MEDICAL CENTER","20333 WEST 151ST STREET","OLATHE","KS","66061","JOHNSON","9137914200","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","195","19,573","18,003","21,226","","07/01/2010","06/30/2013"
"170058","MERCY HOSPITAL-FORT SCOTT","401 WOODLAND HILLS BLVD","FORT SCOTT","KS","66701","BOURBON","6202237057","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"170068","SOUTHWEST MEDICAL CENTER","315 WEST 15TH STREET","LIBERAL","KS","67901","SEWARD","6206296291","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"17006F","VA EASTERN KANSAS HEALTHCARE SYSTEM","4101 S. 4TH STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136822000","Payment for heart attack patients","PAYM_30_AMI","","","","","","","07/01/2010","06/30/2013"
"170074","GEARY COMMUNITY HOSPITAL","1102 ST MARY'S ROAD","JUNCTION CITY","KS","66441","GEARY","7852103301","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"170075","MERCY HOSPITAL","218 E PACK ST","MOUNDRIDGE","KS","67107","MCPHERSON","6203456391","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"170086","STORMONT-VAIL HEALTHCARE","1500 SW 10TH ST","TOPEKA","KS","66604","SHAWNEE","7853546121","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","380","20,450","19,157","21,788","","07/01/2010","06/30/2013"
"17008F","WICHITA VA MEDICAL CENTER","5500 E. KELLOG","WICHITA","KS","67218","SEDGWICK","3166852221","Payment for heart attack patients","PAYM_30_AMI","","","","","","","07/01/2010","06/30/2013"
"170094","COFFEY COUNTY HOSPITAL","801 NORTH 4TH STREET","BURLINGTON","KS","66839","COFFEY","6203642121","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"170103","NEWTON MEDICAL CENTER","600 MEDICAL CENTER DRIVE","NEWTON","KS","67114","HARVEY","3168046001","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","62","20,153","17,798","22,881","","07/01/2010","06/30/2013"
"170104","SHAWNEE MISSION MEDICAL CENTER","9100 W 74TH STREET","SHAWNEE MISSION","KS","66204","JOHNSON","9136762151","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","215","22,575","20,791","24,602","","07/01/2010","06/30/2013"
"170105","MCPHERSON HOSPITAL INC","1000 HOSPITAL DRIVE","MCPHERSON","KS","67460","MCPHERSON","6202412250","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"170109","MIAMI COUNTY MEDICAL CENTER","2100 BAPTISTE DRIVE","PAOLA","KS","66071","MIAMI","9135574385","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"170110","BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL","415 N MAIN STREET","ULYSSES","KS","67880","GRANT","6203561266","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"170120","LABETTE HEALTH","1902 SOUTH US HWY 59","PARSONS","KS","67357","LABETTE","6204214880","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
"170122","VIA CHRISTI HOSPITALS WICHITA, INC","929 NORTH ST FRANCIS STREET","WICHITA","KS","67214","SEDGWICK","3162681381","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","676","21,740","20,638","22,848","","07/01/2010","06/30/2013"
"170123","WESLEY MEDICAL CENTER","550 N HILLSIDE STREET","WICHITA","KS","67214","SEDGWICK","3169622000","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","420","19,899","18,738","21,131","","07/01/2010","06/30/2013"
"170133","SAINT LUKE'S CUSHING HOSPITAL","711 MARSHALL STREET","LEAVENWORTH","KS","66048","LEAVENWORTH","9136841102","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2010","06/30/2013"
