"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.403","","07/01/2013","06/30/2014"
"MN","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.620","","07/01/2013","06/30/2014"
"MO","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.296","","07/01/2013","06/30/2014"
"MP","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MS","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.406","","07/01/2013","06/30/2014"
"MT","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.304","","07/01/2013","06/30/2014"
"NC","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.378","","07/01/2013","06/30/2014"
"ND","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.190","","07/01/2013","06/30/2014"
"NE","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.688","","07/01/2013","06/30/2014"
"NH","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.288","","07/01/2013","06/30/2014"
"NJ","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.320","","07/01/2013","06/30/2014"
"NM","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.434","","07/01/2013","06/30/2014"
"NV","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.295","","07/01/2013","06/30/2014"
"NY","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.383","","07/01/2013","06/30/2014"
"OH","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.055","","07/01/2013","06/30/2014"
"OK","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.018","","07/01/2013","06/30/2014"
"OR","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.242","","07/01/2013","06/30/2014"
"PA","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.297","","07/01/2013","06/30/2014"
"PR","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","0.803","","07/01/2013","06/30/2014"
"RI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.677","","07/01/2013","06/30/2014"
"SC","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.648","","07/01/2013","06/30/2014"
"SD","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.617","","07/01/2013","06/30/2014"
"TN","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.382","","07/01/2013","06/30/2014"
"TX","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.174","","07/01/2013","06/30/2014"
"UT","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","2.037","","07/01/2013","06/30/2014"
"VA","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.200","","07/01/2013","06/30/2014"
"VI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","5.026","","07/01/2013","06/30/2014"
"VT","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.361","","07/01/2013","06/30/2014"
"WA","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.394","","07/01/2013","06/30/2014"
"WI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.282","","07/01/2013","06/30/2014"
"WV","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","0.955","","07/01/2013","06/30/2014"
"WY","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.322","","07/01/2013","06/30/2014"
"AK","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.659","","07/01/2013","06/30/2014"
"AL","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.886","","07/01/2013","06/30/2014"
"AR","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.933","","07/01/2013","06/30/2014"
"AS","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"AZ","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.175","","07/01/2013","06/30/2014"
"CA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.167","","07/01/2013","06/30/2014"
"CO","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.771","","07/01/2013","06/30/2014"
"CT","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.428","","07/01/2013","06/30/2014"
"DC","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.822","","07/01/2013","06/30/2014"
"DE","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.053","","07/01/2013","06/30/2014"
"FL","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.991","","07/01/2013","06/30/2014"
"GA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.351","","07/01/2013","06/30/2014"
"GU","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.592","","07/01/2013","06/30/2014"
"HI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.459","","07/01/2013","06/30/2014"
"IA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.871","","07/01/2013","06/30/2014"
"ID","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.690","","07/01/2013","06/30/2014"
"IL","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.055","","07/01/2013","06/30/2014"
"IN","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.325","","07/01/2013","06/30/2014"
"KS","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.937","","07/01/2013","06/30/2014"
"KY","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.142","","07/01/2013","06/30/2014"
"LA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.908","","07/01/2013","06/30/2014"
"MA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.584","","07/01/2013","06/30/2014"
"MD","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.469","","07/01/2013","06/30/2014"
"ME","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.258","","07/01/2013","06/30/2014"
"MI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.245","","07/01/2013","06/30/2014"
"MN","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.307","","07/01/2013","06/30/2014"
"MO","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.103","","07/01/2013","06/30/2014"
"MP","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MS","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.122","","07/01/2013","06/30/2014"
"MT","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.628","","07/01/2013","06/30/2014"
"NC","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.207","","07/01/2013","06/30/2014"
"ND","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.666","","07/01/2013","06/30/2014"
"NE","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.185","","07/01/2013","06/30/2014"
"NH","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.747","","07/01/2013","06/30/2014"
"NJ","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.143","","07/01/2013","06/30/2014"
"NM","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.996","","07/01/2013","06/30/2014"
"NV","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.018","","07/01/2013","06/30/2014"
"NY","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.263","","07/01/2013","06/30/2014"
"OH","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.934","","07/01/2013","06/30/2014"
"OK","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.800","","07/01/2013","06/30/2014"
"OR","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.925","","07/01/2013","06/30/2014"
"PA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.169","","07/01/2013","06/30/2014"
"PR","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.507","","07/01/2013","06/30/2014"
"RI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.098","","07/01/2013","06/30/2014"
"SC","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.389","","07/01/2013","06/30/2014"
"SD","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.875","","07/01/2013","06/30/2014"
"TN","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.209","","07/01/2013","06/30/2014"
"TX","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.073","","07/01/2013","06/30/2014"
"UT","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.550","","07/01/2013","06/30/2014"
"VA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.010","","07/01/2013","06/30/2014"
"VI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.602","","07/01/2013","06/30/2014"
"VT","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.609","","07/01/2013","06/30/2014"
"WA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.129","","07/01/2013","06/30/2014"
"WI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.029","","07/01/2013","06/30/2014"
"WV","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.710","","07/01/2013","06/30/2014"
"WY","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.219","","07/01/2013","06/30/2014"
"AK","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.818","","07/01/2013","06/30/2014"
"AL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.633","","07/01/2013","06/30/2014"
"AR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.939","","07/01/2013","06/30/2014"
"AS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"AZ","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.078","","07/01/2013","06/30/2014"
"CA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.958","","07/01/2013","06/30/2014"
"CO","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.711","","07/01/2013","06/30/2014"
"CT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.480","","07/01/2013","06/30/2014"
"DC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.973","","07/01/2013","06/30/2014"
"DE","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.165","","07/01/2013","06/30/2014"
"FL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.780","","07/01/2013","06/30/2014"
"GA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.865","","07/01/2013","06/30/2014"
"GU","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"HI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.468","","07/01/2013","06/30/2014"
"IA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.209","","07/01/2013","06/30/2014"
"ID","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.359","","07/01/2013","06/30/2014"
"IL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.929","","07/01/2013","06/30/2014"
"IN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.159","","07/01/2013","06/30/2014"
"KS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.551","","07/01/2013","06/30/2014"
"KY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.963","","07/01/2013","06/30/2014"
"LA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.948","","07/01/2013","06/30/2014"
"MA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.242","","07/01/2013","06/30/2014"
"MD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.982","","07/01/2013","06/30/2014"
"ME","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.419","","07/01/2013","06/30/2014"
"MI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.131","","07/01/2013","06/30/2014"
"MN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.306","","07/01/2013","06/30/2014"
"MO","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.751","","07/01/2013","06/30/2014"
"MP","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.726","","07/01/2013","06/30/2014"
"MT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.490","","07/01/2013","06/30/2014"
"NC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.820","","07/01/2013","06/30/2014"
"ND","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.059","","07/01/2013","06/30/2014"
"NE","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.177","","07/01/2013","06/30/2014"
"NH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.171","","07/01/2013","06/30/2014"
"NJ","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.894","","07/01/2013","06/30/2014"
"NM","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.013","","07/01/2013","06/30/2014"
"NV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.105","","07/01/2013","06/30/2014"
"NY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.246","","07/01/2013","06/30/2014"
"OH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.947","","07/01/2013","06/30/2014"
"OK","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.936","","07/01/2013","06/30/2014"
"OR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.817","","07/01/2013","06/30/2014"
"PA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.914","","07/01/2013","06/30/2014"
"PR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"RI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.369","","07/01/2013","06/30/2014"
"SC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.984","","07/01/2013","06/30/2014"
"SD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.261","","07/01/2013","06/30/2014"
"TN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.891","","07/01/2013","06/30/2014"
"TX","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.891","","07/01/2013","06/30/2014"
"UT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.387","","07/01/2013","06/30/2014"
"VA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.065","","07/01/2013","06/30/2014"
"VI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.000","","07/01/2013","06/30/2014"
"VT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.668","","07/01/2013","06/30/2014"
"WA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.051","","07/01/2013","06/30/2014"
"WI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.959","","07/01/2013","06/30/2014"
"WV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.108","","07/01/2013","06/30/2014"
"WY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.850","","07/01/2013","06/30/2014"
"AK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.300","","07/01/2013","06/30/2014"
"AL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.754","","07/01/2013","06/30/2014"
"AR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.150","","07/01/2013","06/30/2014"
"AS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"AZ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.233","","07/01/2013","06/30/2014"
"CA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.027","","07/01/2013","06/30/2014"
"CO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.859","","07/01/2013","06/30/2014"
"CT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.717","","07/01/2013","06/30/2014"
"DC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.387","","07/01/2013","06/30/2014"
"DE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.566","","07/01/2013","06/30/2014"
"FL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.850","","07/01/2013","06/30/2014"
"GA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.977","","07/01/2013","06/30/2014"
"GU","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"HI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.972","","07/01/2013","06/30/2014"
"IA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.451","","07/01/2013","06/30/2014"
"ID","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.760","","07/01/2013","06/30/2014"
"IL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.034","","07/01/2013","06/30/2014"
"IN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.313","","07/01/2013","06/30/2014"
"KS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.835","","07/01/2013","06/30/2014"
"KY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.120","","07/01/2013","06/30/2014"
"LA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.114","","07/01/2013","06/30/2014"
"MA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.400","","07/01/2013","06/30/2014"
"MD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.201","","07/01/2013","06/30/2014"
"ME","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.818","","07/01/2013","06/30/2014"
"MI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.251","","07/01/2013","06/30/2014"
"MN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.499","","07/01/2013","06/30/2014"
"MO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.867","","07/01/2013","06/30/2014"
"MP","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.915","","07/01/2013","06/30/2014"
"MT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.817","","07/01/2013","06/30/2014"
"NC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.927","","07/01/2013","06/30/2014"
"ND","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.540","","07/01/2013","06/30/2014"
"NE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.491","","07/01/2013","06/30/2014"
"NH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.535","","07/01/2013","06/30/2014"
"NJ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.019","","07/01/2013","06/30/2014"
"NM","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.367","","07/01/2013","06/30/2014"
"NV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.376","","07/01/2013","06/30/2014"
"NY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.344","","07/01/2013","06/30/2014"
"OH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.040","","07/01/2013","06/30/2014"
"OK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.117","","07/01/2013","06/30/2014"
"OR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.992","","07/01/2013","06/30/2014"
"PA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.001","","07/01/2013","06/30/2014"
"PR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"RI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.816","","07/01/2013","06/30/2014"
"SC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.155","","07/01/2013","06/30/2014"
"SD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.727","","07/01/2013","06/30/2014"
"TN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.017","","07/01/2013","06/30/2014"
"TX","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.965","","07/01/2013","06/30/2014"
"UT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.697","","07/01/2013","06/30/2014"
"VA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.208","","07/01/2013","06/30/2014"
"VI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.177","","07/01/2013","06/30/2014"
"VT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.444","","07/01/2013","06/30/2014"
"WA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.216","","07/01/2013","06/30/2014"
"WI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.107","","07/01/2013","06/30/2014"
"WV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.393","","07/01/2013","06/30/2014"
"WY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.615","","07/01/2013","06/30/2014"
"AK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.484","","07/01/2013","06/30/2014"
"AL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.527","","07/01/2013","06/30/2014"
"AR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.759","","07/01/2013","06/30/2014"
"AS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"AZ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.939","","07/01/2013","06/30/2014"
"CA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.893","","07/01/2013","06/30/2014"
"CO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.583","","07/01/2013","06/30/2014"
"CT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.269","","07/01/2013","06/30/2014"
"DC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.659","","07/01/2013","06/30/2014"
"DE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.847","","07/01/2013","06/30/2014"
"FL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.715","","07/01/2013","06/30/2014"
"GA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.763","","07/01/2013","06/30/2014"
"GU","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"HI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.067","","07/01/2013","06/30/2014"
"IA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.998","","07/01/2013","06/30/2014"
"ID","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.031","","07/01/2013","06/30/2014"
"IL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.832","","07/01/2013","06/30/2014"
"IN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.019","","07/01/2013","06/30/2014"
"KS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.301","","07/01/2013","06/30/2014"
"KY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.823","","07/01/2013","06/30/2014"
"LA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.801","","07/01/2013","06/30/2014"
"MA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.097","","07/01/2013","06/30/2014"
"MD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.794","","07/01/2013","06/30/2014"
"ME","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.090","","07/01/2013","06/30/2014"
"MI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.021","","07/01/2013","06/30/2014"
"MN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.133","","07/01/2013","06/30/2014"
"MO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.647","","07/01/2013","06/30/2014"
"MP","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
"MS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.568","","07/01/2013","06/30/2014"
"MT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.273","","07/01/2013","06/30/2014"
"NC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.723","","07/01/2013","06/30/2014"
"ND","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.700","","07/01/2013","06/30/2014"
"NE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.916","","07/01/2013","06/30/2014"
"NH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.876","","07/01/2013","06/30/2014"
"NJ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.781","","07/01/2013","06/30/2014"
"NM","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.734","","07/01/2013","06/30/2014"
"NV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.877","","07/01/2013","06/30/2014"
"NY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.153","","07/01/2013","06/30/2014"
"OH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.860","","07/01/2013","06/30/2014"
"OK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.777","","07/01/2013","06/30/2014"
"OR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.667","","07/01/2013","06/30/2014"
"PA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.833","","07/01/2013","06/30/2014"
"PR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2014"
