"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"KY","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"LA","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"MA","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"MD","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"ME","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","100","","07/01/2013","06/30/2014"
"MI","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"MN","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"MO","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"MP","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","Not Available","","07/01/2013","06/30/2014"
"MS","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","98","","07/01/2013","06/30/2014"
"MT","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"NC","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"ND","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"NE","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"NH","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"NJ","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"NM","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","98","","07/01/2013","06/30/2014"
"NV","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"NY","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"OH","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"OK","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"OR","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"PA","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"PR","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","93","","07/01/2013","06/30/2014"
"RI","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"SC","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"SD","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"TN","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"TX","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"UT","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"VA","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"VI","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","97","","07/01/2013","06/30/2014"
"VT","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"WA","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"WI","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"WV","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","99","","07/01/2013","06/30/2014"
"WY","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","SCIP_INF_2","98","","07/01/2013","06/30/2014"
"AK","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"AL","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"AR","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"AS","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","Not Available","","07/01/2013","06/30/2014"
"AZ","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"CA","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"CO","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"CT","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"DC","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","95","","07/01/2013","06/30/2014"
"DE","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"FL","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"GA","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"GU","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","100","","07/01/2013","06/30/2014"
"HI","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"IA","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","97","","07/01/2013","06/30/2014"
"ID","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"IL","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"IN","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"KS","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"KY","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"LA","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","97","","07/01/2013","06/30/2014"
"MA","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"MD","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"ME","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"MI","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"MN","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"MO","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"MP","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","Not Available","","07/01/2013","06/30/2014"
"MS","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"MT","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"NC","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"ND","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"NE","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"NH","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"NJ","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"NM","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"NV","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"NY","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"OH","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"OK","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"OR","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"PA","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"PR","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","86","","07/01/2013","06/30/2014"
"RI","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"SC","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"SD","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"TN","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"TX","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"UT","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"VA","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"VI","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","91","","07/01/2013","06/30/2014"
"VT","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"WA","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"WI","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","99","","07/01/2013","06/30/2014"
"WV","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","98","","07/01/2013","06/30/2014"
"WY","Surgical Care Improvement Project","Prophylactic antibiotics discontinued within 24 hours after surgery end time","SCIP_INF_3","96","","07/01/2013","06/30/2014"
"AK","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"AL","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"AR","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"AS","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"AZ","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"CA","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"CO","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"CT","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"DC","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"DE","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"FL","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"GA","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"GU","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"HI","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"IA","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"ID","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"IL","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"IN","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"KS","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"KY","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"LA","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"MA","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"MD","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"ME","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"MI","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"MN","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"MO","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"MP","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"MS","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"MT","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"NC","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"ND","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"NE","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"NH","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"NJ","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"NM","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"NV","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"NY","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"OH","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"OK","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"OR","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"PA","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"PR","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"RI","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"SC","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"SD","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"TN","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"TX","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"UT","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"VA","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"VI","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"VT","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"WA","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"WI","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"WV","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"WY","Surgical Care Improvement Project","Cardiac surgery patients with controlled 6 a.m. postoperative blood glucose","SCIP_INF_4","Not Available","","07/01/2013","06/30/2014"
"AK","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","98","","07/01/2013","06/30/2014"
"AL","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"AR","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"AS","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","Not Available","","07/01/2013","06/30/2014"
"AZ","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"CA","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"CO","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"CT","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"DC","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","97","","07/01/2013","06/30/2014"
"DE","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"FL","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"GA","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"GU","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","78","","07/01/2013","06/30/2014"
"HI","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"IA","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"ID","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"IL","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"IN","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"KS","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"KY","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"LA","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","98","","07/01/2013","06/30/2014"
"MA","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"MD","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"ME","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","100","","07/01/2013","06/30/2014"
"MI","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
"MN","Surgical Care Improvement Project","Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery","SCIP_VTE_2","99","","07/01/2013","06/30/2014"
