State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,ALE,Min_ALE,Max_ALE,US_ALE,All_Death,Min_All_Death,Max_All_Death,US_All_Death,CI_Min_All_Death,CI_Max_All_Death,Health_Status,Min_Health_Status,Max_Health_Status,US_Health_Status,CI_Min_Health_Status,CI_Max_Health_Status,Unhealthy_Days,Min_Unhealthy_Days,Max_Unhealthy_Days,US_Unhealthy_Days,CI_Min_Unhealthy_Days,CI_Max_Unhealthy_Days
17,143,Peoria,Illinois,IL,15,77.2,74.8,77.3,76.5,853.6,846.5,1011.1,898.6,830.6,876.6,12.5,10.9,18.5,17.1,9.3,15.6,4.9,5,6.9,6,4.1,5.7
17,145,Perry,Illinois,IL,40,76.6,76.1,78.9,76.5,907.9,726.1,934.1,898.6,872.5,943.4,-1111.1,9,21.7,17.1,-1111.1,-1111.1,6.6,4,6.8,6,4,9.2
17,147,Piatt,Illinois,IL,55,77.7,76,79.8,76.5,784.8,715.6,931.4,898.6,745.4,824.1,-1111.1,8.3,22.6,17.1,-1111.1,-1111.1,-1111.1,3.5,7.1,6,-1111.1,-1111.1
17,149,Pike,Illinois,IL,62,77.3,74.1,77,76.5,841.2,843.8,1037.1,898.6,805.1,877.4,18,14.4,33.1,17.1,8.3,27.6,4.9,4.2,7.9,6,2.8,7.1
17,151,Pope,Illinois,IL,61,74.9,75.2,77.8,76.5,782.5,790.9,973.6,898.6,710.1,854.9,-1111.1,13.3,26.2,17.1,-1111.1,-1111.1,-1111.1,4.9,8,6,-1111.1,-1111.1
17,153,Pulaski,Illinois,IL,76,75.5,72.2,75.5,76.5,1099.9,992.4,1133,898.6,1032.2,1167.6,-1111.1,17.4,31.8,17.1,-1111.1,-1111.1,-1111.1,5.3,8.8,6,-1111.1,-1111.1
17,155,Putnam,Illinois,IL,57,78,77.1,79.4,76.5,756.3,738,907.2,898.6,692.2,820.4,-1111.1,8.4,23,17.1,-1111.1,-1111.1,-1111.1,3.7,6.6,6,-1111.1,-1111.1
17,157,Randolph,Illinois,IL,30,76.1,74.8,78.2,76.5,915.7,784.6,1000,898.6,874.4,957.1,11,12.3,26,17.1,5,17,3.9,4.5,7.3,6,2.3,5.5
17,159,Richland,Illinois,IL,40,76.8,76.1,78.9,76.5,871.1,726.1,934.1,898.6,831.6,910.7,-1111.1,9,21.7,17.1,-1111.1,-1111.1,-1111.1,4,6.8,6,-1111.1,-1111.1
17,161,Rock Island,Illinois,IL,16,77.3,75.5,78.2,76.5,810.7,729.2,931.7,898.6,786.6,834.8,17.6,11.9,20.4,17.1,13.4,21.7,4.9,5.6,7.4,6,3.9,5.8
17,163,St. Clair,Illinois,IL,5,74.6,73.5,77.8,76.5,981.7,792,1030.7,898.6,959.9,1003.4,19.3,13.2,21.1,17.1,15.9,22.7,6.5,5.3,7,6,5.5,7.5
17,165,Saline,Illinois,IL,50,74.5,73.4,76.9,76.5,1081.9,879.5,1101.8,898.6,1034.2,1129.5,-1111.1,17.5,29.5,17.1,-1111.1,-1111.1,-1111.1,5.5,8.7,6,-1111.1,-1111.1
17,167,Sangamon,Illinois,IL,11,76.8,76.2,79.5,76.5,855.9,691.3,923.4,898.6,833,878.7,15,8.2,15.9,17.1,11.7,18.3,5.6,4.5,6.3,6,4.7,6.5
17,169,Schuyler,Illinois,IL,59,78.8,76.1,79.2,76.5,883.1,735.6,929.3,898.6,825.3,940.9,-1111.1,11.4,21,17.1,-1111.1,-1111.1,-1111.1,4,7.3,6,-1111.1,-1111.1
17,171,Scott,Illinois,IL,56,77.3,76.7,80.3,76.5,851.7,709.5,861.9,898.6,784.1,919.3,-1111.1,6.9,18.9,17.1,-1111.1,-1111.1,-1111.1,3.8,5.8,6,-1111.1,-1111.1
17,173,Shelby,Illinois,IL,55,78,76,79.8,76.5,843.4,715.6,931.4,898.6,810.4,876.4,14.2,8.3,22.6,17.1,5.9,22.5,6.9,3.5,7.1,6,4.2,9.6
17,175,Stark,Illinois,IL,54,78,77,79.3,76.5,907,727.2,920.4,898.6,844.9,969.2,-1111.1,8.5,19.6,17.1,-1111.1,-1111.1,-1111.1,3.1,6.7,6,-1111.1,-1111.1
17,177,Stephenson,Illinois,IL,27,78.1,76.3,79.7,76.5,807.7,713,924.5,898.6,776.3,839.2,12.8,9.2,18.5,17.1,7.4,18.1,3.4,4.4,7,6,2.2,4.6
17,179,Tazewell,Illinois,IL,12,78,76.2,79.8,76.5,832.6,693,923,898.6,806,859.1,14.1,7.9,14.3,17.1,10,18.1,6.2,4.4,6.4,6,4.9,7.4
17,181,Union,Illinois,IL,64,74.6,74,76.9,76.5,1009.3,869,1083.5,898.6,969.3,1049.3,10.4,12.2,30.3,17.1,2.7,18.1,3.8,5.2,9.5,6,2,5.6
17,183,Vermilion,Illinois,IL,24,75.6,74.5,77.1,76.5,948.7,865.2,1013.5,898.6,921.8,975.5,18.2,14.7,24.5,17.1,12.8,23.7,7.1,5.7,8.2,6,5.6,8.6
17,185,Wabash,Illinois,IL,40,76,76.1,78.9,76.5,843.7,726.1,934.1,898.6,799.3,888.2,-1111.1,9,21.7,17.1,-1111.1,-1111.1,-1111.1,4,6.8,6,-1111.1,-1111.1
17,187,Warren,Illinois,IL,60,77.6,74.9,78.7,76.5,869.1,778.3,1061,898.6,831.7,906.5,-1111.1,10.5,27,17.1,-1111.1,-1111.1,5.1,4.6,7.7,6,2.5,7.6
17,189,Washington,Illinois,IL,57,77.3,77.1,79.4,76.5,847.6,738,907.2,898.6,806.8,888.5,-1111.1,8.4,23,17.1,-1111.1,-1111.1,-1111.1,3.7,6.6,6,-1111.1,-1111.1
17,191,Wayne,Illinois,IL,59,77,76.1,79.2,76.5,845.5,735.6,929.3,898.6,808.6,882.5,-1111.1,11.4,21,17.1,-1111.1,-1111.1,-1111.1,4,7.3,6,-1111.1,-1111.1
17,193,White,Illinois,IL,64,75.8,74,76.9,76.5,930.1,869,1083.5,898.6,890.9,969.2,15.1,12.2,30.3,17.1,6.3,23.8,-1111.1,5.2,9.5,6,-1111.1,-1111.1
17,195,Whiteside,Illinois,IL,18,78,76.1,79.2,76.5,804.5,758.4,934.4,898.6,776,833.1,20.2,11.8,19.8,17.1,13.6,26.7,5,5.1,7.2,6,3.6,6.5
17,197,Will,Illinois,IL,10,77.8,77.2,79.7,76.5,814.4,730.4,858.9,898.6,797.8,831,9.8,9.6,16.9,17.1,7.7,12,5.6,4.9,6.6,6,4.9,6.2
17,199,Williamson,Illinois,IL,24,75.5,74.5,77.1,76.5,920.6,865.2,1013.5,898.6,890.6,950.7,22.5,14.7,24.5,17.1,15.9,29.1,6.6,5.7,8.2,6,4.9,8.2
17,201,Winnebago,Illinois,IL,10,76.8,77.2,79.7,76.5,851,730.4,858.9,898.6,831.7,870.3,16.9,9.6,16.9,17.1,14,19.7,6.8,4.9,6.6,6,5.9,7.7
17,203,Woodford,Illinois,IL,47,78.8,76.4,79.8,76.5,757.1,737.3,933.7,898.6,720.6,793.6,9.4,8.4,18.8,17.1,4.4,14.3,5.5,4.5,7.5,6,3.1,7.9
18,001,Adams,Indiana,IN,48,78.8,76.4,78.5,76.5,761.2,765.5,905,898.6,721.6,800.8,17.2,8.3,18.7,17.1,10.8,23.7,5.3,3.9,6.8,6,3.5,7.1
18,003,Allen,Indiana,IN,10,77.3,77.2,79.7,76.5,831.5,730.4,858.9,898.6,813.2,849.8,11.6,9.6,16.9,17.1,10,13.2,5.6,4.9,6.6,6,5,6.1
18,005,Bartholomew,Indiana,IN,17,76.4,76.2,79.9,76.5,906.4,705,942.7,898.6,874.6,938.1,14.7,6.9,16.6,17.1,11.1,18.3,5.2,4.5,6.8,6,4.2,6.3
18,007,Benton,Indiana,IN,57,77,77.1,79.4,76.5,801.7,738,907.2,898.6,750.4,853.1,15.4,8.4,23,17.1,6.1,24.6,3.7,3.7,6.6,6,1.7,5.6
18,009,Blackford,Indiana,IN,55,76,76,79.8,76.5,930.2,715.6,931.4,898.6,883.5,976.9,21.3,8.3,22.6,17.1,11.9,30.6,4.7,3.5,7.1,6,2.5,6.8
18,011,Boone,Indiana,IN,48,77.3,76.4,78.5,76.5,905,765.5,905,898.6,866.3,943.7,12.1,8.3,18.7,17.1,8.2,15.9,5.4,3.9,6.8,6,4,6.7
18,013,Brown,Indiana,IN,37,76.7,75.8,81.1,76.5,877,583.7,982.2,898.6,827.2,926.9,12.8,2.2,17.1,17.1,5.9,19.7,4.2,2.7,8.2,6,2.4,5.9
18,015,Carroll,Indiana,IN,55,77.3,76,79.8,76.5,806.9,715.6,931.4,898.6,769,844.7,14.1,8.3,22.6,17.1,7.2,21,7.1,3.5,7.1,6,4.7,9.5
18,017,Cass,Indiana,IN,26,76,76,79,76.5,937.7,734.7,941.3,898.6,897.9,977.4,17.7,11.2,21.7,17.1,12.6,22.7,7.4,4.6,7.4,6,5.5,9.2
18,019,Clark,Indiana,IN,17,75.1,76.2,79.9,76.5,1018.9,705,942.7,898.6,990.2,1047.6,16.5,6.9,16.6,17.1,13.2,19.8,7.2,4.5,6.8,6,6.1,8.3
18,021,Clay,Indiana,IN,26,75.6,76,79,76.5,986.6,734.7,941.3,898.6,937.2,1036,23.7,11.2,21.7,17.1,16.5,30.8,7.4,4.6,7.4,6,5.4,9.5
18,023,Clinton,Indiana,IN,27,75.8,76.3,79.7,76.5,908.2,713,924.5,898.6,866,950.5,19.9,9.2,18.5,17.1,13.6,26.2,5.9,4.4,7,6,4.3,7.6
18,025,Crawford,Indiana,IN,39,74.9,74.3,78.1,76.5,1014.9,801,1014.9,898.6,954.2,1075.5,17.9,10.9,26.6,17.1,8.5,27.3,5.8,4.2,8.6,6,2.9,8.8
18,027,Daviess,Indiana,IN,31,76.3,75.5,78.6,76.5,896.5,757.4,993.1,898.6,851.4,941.6,26,12.1,21.7,17.1,17,35,6.5,4.5,7.1,6,4.4,8.7
18,029,Dearborn,Indiana,IN,48,76.4,76.4,78.5,76.5,895.1,765.5,905,898.6,854.5,935.6,15.1,8.3,18.7,17.1,10.5,19.7,6.8,3.9,6.8,6,5.3,8.3
18,031,Decatur,Indiana,IN,47,76.7,76.4,79.8,76.5,871.5,737.3,933.7,898.6,821,922.1,21.8,8.4,18.8,17.1,14.1,29.5,8.1,4.5,7.5,6,5.6,10.6
18,033,De Kalb,Indiana,IN,48,76.5,76.4,78.5,76.5,885.6,765.5,905,898.6,843.5,927.6,13.4,8.3,18.7,17.1,8.7,18.2,5.9,3.9,6.8,6,4.3,7.4
18,035,Delaware,Indiana,IN,14,76.2,75.1,79,76.5,933.4,752.4,977.6,898.6,902.4,964.4,14.4,11.6,20.6,17.1,11.5,17.3,6.9,5.3,7.3,6,5.8,7.9
18,037,Dubois,Indiana,IN,48,77.3,76.4,78.5,76.5,871.9,765.5,905,898.6,831.9,911.9,16.1,8.3,18.7,17.1,10.7,21.5,3.7,3.9,6.8,6,2.3,5
18,039,Elkhart,Indiana,IN,12,77.1,76.2,79.8,76.5,825.7,693,923,898.6,800.8,850.6,15,7.9,14.3,17.1,12.5,17.6,5.4,4.4,6.4,6,4.7,6.1
18,041,Fayette,Indiana,IN,28,75.1,74.9,79.4,76.5,1018.1,722,1002.4,898.6,966.9,1069.2,22.3,10.1,24.6,17.1,14.1,30.4,10,4.2,7.8,6,7.2,12.8
18,043,Floyd,Indiana,IN,17,76.2,76.2,79.9,76.5,979.2,705,942.7,898.6,946.6,1011.9,18.2,6.9,16.6,17.1,13.3,23,6.5,4.5,6.8,6,5.2,7.9
18,045,Fountain,Indiana,IN,55,75.1,76,79.8,76.5,975.3,715.6,931.4,898.6,933.5,1017.1,21,8.3,22.6,17.1,13.4,28.5,7.6,3.5,7.1,6,5.1,10.1
18,047,Franklin,Indiana,IN,38,77.1,75.9,80.1,76.5,812.8,715.5,932.9,898.6,774.7,850.8,18.3,7.6,21.3,17.1,11.1,25.4,5.4,3.9,6.4,6,3.5,7.3
18,049,Fulton,Indiana,IN,55,77.2,76,79.8,76.5,900,715.6,931.4,898.6,861.8,938.3,22.1,8.3,22.6,17.1,14.4,29.8,8.1,3.5,7.1,6,5.6,10.7
18,051,Gibson,Indiana,IN,26,77.2,76,79,76.5,874.4,734.7,941.3,898.6,833,915.9,18.5,11.2,21.7,17.1,12.5,24.4,5.6,4.6,7.4,6,3.9,7.4
18,053,Grant,Indiana,IN,19,75.5,74.9,79.3,76.5,958.5,742.3,1003.6,898.6,928.7,988.3,17,9.6,24.2,17.1,13.2,20.9,6.2,4.9,7.5,6,5,7.3
18,055,Greene,Indiana,IN,26,76.4,76,79,76.5,898.9,734.7,941.3,898.6,856.9,940.9,27.6,11.2,21.7,17.1,20.9,34.4,8.9,4.6,7.4,6,7,10.9
18,057,Hamilton,Indiana,IN,12,79.1,76.2,79.8,76.5,751.1,693,923,898.6,723.1,779,8.7,7.9,14.3,17.1,6.9,10.5,4.3,4.4,6.4,6,3.8,4.9
18,059,Hancock,Indiana,IN,46,77.3,75.7,79.7,76.5,845.7,728.7,983.1,898.6,809.6,881.8,13.6,8.2,15.9,17.1,9.6,17.7,6.8,4.7,6.9,6,5.4,8.2
18,061,Harrison,Indiana,IN,47,76.8,76.4,79.8,76.5,940.2,737.3,933.7,898.6,892.4,987.9,17.6,8.4,18.8,17.1,12.2,23.1,6.1,4.5,7.5,6,4.6,7.6
18,063,Hendricks,Indiana,IN,46,78.1,75.7,79.7,76.5,810.2,728.7,983.1,898.6,783.1,837.4,11.5,8.2,15.9,17.1,9,14.1,6.4,4.7,6.9,6,5.4,7.4
18,065,Henry,Indiana,IN,26,75.8,76,79,76.5,939.7,734.7,941.3,898.6,904.3,975.1,17.5,11.2,21.7,17.1,12.8,22.2,7.5,4.6,7.4,6,5.5,9.5
18,067,Howard,Indiana,IN,17,75.8,76.2,79.9,76.5,1005.9,705,942.7,898.6,976.4,1035.4,17.2,6.9,16.6,17.1,13.3,21.1,6.4,4.5,6.8,6,5.2,7.6
18,069,Huntington,Indiana,IN,48,77.2,76.4,78.5,76.5,845.4,765.5,905,898.6,807,883.7,14.3,8.3,18.7,17.1,9.2,19.5,6.8,3.9,6.8,6,5,8.6
18,071,Jackson,Indiana,IN,47,76.2,76.4,79.8,76.5,933.7,737.3,933.7,898.6,893.4,974,18,8.4,18.8,17.1,13.2,22.8,7.5,4.5,7.5,6,5.9,9
18,073,Jasper,Indiana,IN,47,77.6,76.4,79.8,76.5,838.7,737.3,933.7,898.6,792.6,884.8,14.1,8.4,18.8,17.1,8.9,19.3,6.6,4.5,7.5,6,4.7,8.5
18,075,Jay,Indiana,IN,60,76,74.9,78.7,76.5,933.9,778.3,1061,898.6,895.8,972.1,20.9,10.5,27,17.1,13.2,28.6,5.7,4.6,7.7,6,3.8,7.5
18,077,Jefferson,Indiana,IN,28,75.7,74.9,79.4,76.5,954.9,722,1002.4,898.6,907.5,1002.3,19.6,10.1,24.6,17.1,14,25.3,7.8,4.2,7.8,6,6,9.5
18,079,Jennings,Indiana,IN,47,74.7,76.4,79.8,76.5,1011.8,737.3,933.7,898.6,954.5,1069,17.4,8.4,18.8,17.1,11.1,23.8,8.6,4.5,7.5,6,6.2,10.9
18,081,Johnson,Indiana,IN,12,77.6,76.2,79.8,76.5,899.6,693,923,898.6,867.2,932,15.7,7.9,14.3,17.1,12.4,18.9,6.1,4.4,6.4,6,5.1,7.1
18,083,Knox,Indiana,IN,30,75.2,74.8,78.2,76.5,971.8,784.6,1000,898.6,931.8,1011.8,17.6,12.3,26,17.1,11.9,23.3,6,4.5,7.3,6,4.2,7.8
18,085,Kosciusko,Indiana,IN,45,77.1,76.1,78.9,76.5,823.2,755.7,961.4,898.6,793.8,852.5,14.6,8.8,18,17.1,11.1,18,5.3,4.2,6.8,6,4.2,6.4
18,087,Lagrange,Indiana,IN,48,78.5,76.4,78.5,76.5,765.5,765.5,905,898.6,720,811,20.4,8.3,18.7,17.1,12.1,28.6,7.4,3.9,6.8,6,4.8,10.1
18,089,Lake,Indiana,IN,4,74.4,75.7,78.9,76.5,962.9,748.9,941.9,898.6,947.2,978.7,17.1,12.3,18.3,17.1,15.2,19,6.5,5.5,6.5,6,5.9,7.1
18,091,La Porte,Indiana,IN,11,76.2,76.2,79.5,76.5,870.7,691.3,923.4,898.6,840,901.3,15.5,8.2,15.9,17.1,12.2,18.8,7,4.5,6.3,6,5.9,8.1
18,093,Lawrence,Indiana,IN,25,75.7,75.8,78.8,76.5,909.3,783.4,955.8,898.6,872.9,945.8,21.2,8.8,19.1,17.1,15.9,26.6,7.4,4.3,6.4,6,5.9,8.9
18,095,Madison,Indiana,IN,14,75.7,75.1,79,76.5,950,752.4,977.6,898.6,921.8,978.2,19.7,11.6,20.6,17.1,16.6,22.9,7.4,5.3,7.3,6,6.4,8.4
18,097,Marion,Indiana,IN,3,74.5,73.6,78.2,76.5,959,787.3,1024.9,898.6,946.5,971.5,15.7,11.7,19.5,17.1,14.5,16.9,6.6,5.2,6.6,6,6.2,7
18,099,Marshall,Indiana,IN,48,77.7,76.4,78.5,76.5,847.5,765.5,905,898.6,810.9,884.1,12.9,8.3,18.7,17.1,8.3,17.5,5.9,3.9,6.8,6,4.4,7.4
18,101,Martin,Indiana,IN,39,76.3,74.3,78.1,76.5,968.7,801,1014.9,898.6,910.3,1027,19.4,10.9,26.6,17.1,9.7,29.2,6.6,4.2,8.6,6,3.8,9.4
18,103,Miami,Indiana,IN,29,76.6,74.5,78,76.5,877.7,794.8,1008.8,898.6,834.7,920.6,16.5,11.7,22.8,17.1,11,21.9,7.4,4,8.8,6,5.5,9.2
18,105,Monroe,Indiana,IN,14,78.1,75.1,79,76.5,805.4,752.4,977.6,898.6,771.9,838.8,12.3,11.6,20.6,17.1,9.6,15.1,6.9,5.3,7.3,6,5.9,7.9
18,107,Montgomery,Indiana,IN,25,76.3,75.8,78.8,76.5,902.1,783.4,955.8,898.6,861.1,943.1,14.6,8.8,19.1,17.1,9.9,19.3,6.4,4.3,6.4,6,4.7,8
18,109,Morgan,Indiana,IN,46,76.7,75.7,79.7,76.5,967,728.7,983.1,898.6,930.1,1003.9,13.5,8.2,15.9,17.1,9.8,17.3,6.8,4.7,6.9,6,5.4,8.3
18,111,Newton,Indiana,IN,38,77,75.9,80.1,76.5,928.7,715.5,932.9,898.6,879.5,977.9,-1111.1,7.6,21.3,17.1,-1111.1,-1111.1,5.9,3.9,6.4,6,2.9,8.9
18,113,Noble,Indiana,IN,48,76.8,76.4,78.5,76.5,917.1,765.5,905,898.6,876,958.3,16.7,8.3,18.7,17.1,11.8,21.5,5.6,3.9,6.8,6,4.1,7.2
18,115,Ohio,Indiana,IN,37,75.7,75.8,81.1,76.5,918.2,583.7,982.2,898.6,841.6,994.7,-1111.1,2.2,17.1,17.1,-1111.1,-1111.1,-1111.1,2.7,8.2,6,-1111.1,-1111.1
18,117,Orange,Indiana,IN,60,74.9,74.9,78.7,76.5,986.2,778.3,1061,898.6,944.2,1028.2,27,10.5,27,17.1,18.5,35.6,7.7,4.6,7.7,6,5.2,10.3
18,119,Owen,Indiana,IN,39,75.6,74.3,78.1,76.5,913.7,801,1014.9,898.6,872.4,954.9,20.9,10.9,26.6,17.1,13.9,27.9,5.7,4.2,8.6,6,3.9,7.6
18,121,Parke,Indiana,IN,60,75.9,74.9,78.7,76.5,874.2,778.3,1061,898.6,832.1,916.4,16.9,10.5,27,17.1,10,23.7,6.2,4.6,7.7,6,4.1,8.3
18,123,Perry,Indiana,IN,55,76.9,76,79.8,76.5,899.9,715.6,931.4,898.6,859.5,940.3,15.8,8.3,22.6,17.1,8.9,22.6,7.1,3.5,7.1,6,4.5,9.7
18,125,Pike,Indiana,IN,60,75.2,74.9,78.7,76.5,936.9,778.3,1061,898.6,887.8,986,-1111.1,10.5,27,17.1,-1111.1,-1111.1,-1111.1,4.6,7.7,6,-1111.1,-1111.1
18,127,Porter,Indiana,IN,12,77.2,76.2,79.8,76.5,842.8,693,923,898.6,814.6,870.9,13.8,7.9,14.3,17.1,11.2,16.4,5.9,4.4,6.4,6,5.1,6.8
18,129,Posey,Indiana,IN,47,76.7,76.4,79.8,76.5,878.4,737.3,933.7,898.6,827.5,929.4,18.1,8.4,18.8,17.1,11.3,24.9,5.6,4.5,7.5,6,3.4,7.7
18,131,Pulaski,Indiana,IN,57,77.2,77.1,79.4,76.5,907.2,738,907.2,898.6,860.3,954.1,-1111.1,8.4,23,17.1,-1111.1,-1111.1,5.8,3.7,6.6,6,3,8.6
18,133,Putnam,Indiana,IN,25,78,75.8,78.8,76.5,870.7,783.4,955.8,898.6,827,914.3,14.6,8.8,19.1,17.1,9.3,19.9,5.3,4.3,6.4,6,3.9,6.8
18,135,Randolph,Indiana,IN,30,76,74.8,78.2,76.5,869.3,784.6,1000,898.6,824.1,914.5,23.9,12.3,26,17.1,16,31.9,6.8,4.5,7.3,6,4.4,9.3
18,137,Ripley,Indiana,IN,47,77.6,76.4,79.8,76.5,841.1,737.3,933.7,898.6,793.9,888.2,12.5,8.4,18.8,17.1,7.4,17.6,4.7,4.5,7.5,6,3.2,6.3
18,139,Rush,Indiana,IN,57,77.1,77.1,79.4,76.5,921.3,738,907.2,898.6,879.8,962.7,-1111.1,8.4,23,17.1,-1111.1,-1111.1,4.9,3.7,6.6,6,3.1,6.7
18,141,St. Joseph,Indiana,IN,9,76.9,76.5,79.3,76.5,827.2,750.5,874.8,898.6,808,846.4,14,8.2,14.4,17.1,11.9,16.1,6.3,4.8,6.4,6,5.6,7
18,143,Scott,Indiana,IN,39,73.6,74.3,78.1,76.5,1151.2,801,1014.9,898.6,1104.3,1198.2,23.9,10.9,26.6,17.1,15.7,32.2,10.6,4.2,8.6,6,7.7,13.5
18,145,Shelby,Indiana,IN,48,76.3,76.4,78.5,76.5,889.2,765.5,905,898.6,849.3,929.1,16.1,8.3,18.7,17.1,11.5,20.8,6.5,3.9,6.8,6,5,8
18,147,Spencer,Indiana,IN,38,76.9,75.9,80.1,76.5,906.5,715.5,932.9,898.6,864.7,948.3,12.3,7.6,21.3,17.1,6.8,17.7,4.8,3.9,6.4,6,3,6.6
18,149,Starke,Indiana,IN,39,73.5,74.3,78.1,76.5,1053.9,801,1014.9,898.6,1012.8,1094.9,25.2,10.9,26.6,17.1,16.8,33.6,10.1,4.2,8.6,6,7.4,12.9
18,151,Steuben,Indiana,IN,25,76.6,75.8,78.8,76.5,856.8,783.4,955.8,898.6,811.3,902.3,17.2,8.8,19.1,17.1,11,23.4,6.4,4.3,6.4,6,4.7,8.1
18,153,Sullivan,Indiana,IN,60,75.6,74.9,78.7,76.5,1082,778.3,1061,898.6,1040.4,1123.7,20.9,10.5,27,17.1,12.8,29.1,7.5,4.6,7.7,6,5,9.9
18,155,Switzerland,Indiana,IN,60,75.7,74.9,78.7,76.5,1061,778.3,1061,898.6,992.5,1129.5,-1111.1,10.5,27,17.1,-1111.1,-1111.1,-1111.1,4.6,7.7,6,-1111.1,-1111.1
18,157,Tippecanoe,Indiana,IN,11,77.1,76.2,79.5,76.5,847.7,691.3,923.4,898.6,817,878.5,11.8,8.2,15.9,17.1,9.2,14.3,5.9,4.5,6.3,6,5.1,6.8
18,159,Tipton,Indiana,IN,55,75.7,76,79.8,76.5,852.7,715.6,931.4,898.6,811.1,894.2,12.8,8.3,22.6,17.1,5.9,19.7,4.5,3.5,7.1,6,2.7,6.2
18,161,Union,Indiana,IN,38,77.1,75.9,80.1,76.5,889.3,715.5,932.9,898.6,822,956.6,-1111.1,7.6,21.3,17.1,-1111.1,-1111.1,-1111.1,3.9,6.4,6,-1111.1,-1111.1
18,163,Vanderburgh,Indiana,IN,16,75.9,75.5,78.2,76.5,915.4,729.2,931.7,898.6,891.3,939.5,18.7,11.9,20.4,17.1,15.6,21.8,6.9,5.6,7.4,6,6,7.8
18,165,Vermillion,Indiana,IN,55,75.9,76,79.8,76.5,1057.1,715.6,931.4,898.6,1012.5,1101.7,25.3,8.3,22.6,17.1,16.7,33.9,6.9,3.5,7.1,6,4.6,9.1
18,167,Vigo,Indiana,IN,16,75.1,75.5,78.2,76.5,1011.9,729.2,931.7,898.6,978.5,1045.3,20.4,11.9,20.4,17.1,16.6,24.1,7.3,5.6,7.4,6,6.1,8.4
18,169,Wabash,Indiana,IN,26,76.9,76,79,76.5,877.6,734.7,941.3,898.6,838.1,917.2,15.4,11.2,21.7,17.1,10.5,20.4,5.6,4.6,7.4,6,4.1,7.1
18,171,Warren,Indiana,IN,54,75.1,77,79.3,76.5,1006.2,727.2,920.4,898.6,939.5,1072.8,-1111.1,8.5,19.6,17.1,-1111.1,-1111.1,6,3.1,6.7,6,3.3,8.7
18,173,Warrick,Indiana,IN,45,77.4,76.1,78.9,76.5,935.6,755.7,961.4,898.6,896.7,974.6,11.7,8.8,18,17.1,7.6,15.8,5.7,4.2,6.8,6,4.2,7.3
18,175,Washington,Indiana,IN,29,75,74.5,78,76.5,993.9,794.8,1008.8,898.6,939.8,1048,21.2,11.7,22.8,17.1,14.3,28.2,6.3,4,8.8,6,4.5,8.2
18,177,Wayne,Indiana,IN,24,75.7,74.5,77.1,76.5,937.4,865.2,1013.5,898.6,908.2,966.6,17.3,14.7,24.5,17.1,13.4,21.2,6.5,5.7,8.2,6,5.2,7.9
18,179,Wells,Indiana,IN,47,77.7,76.4,79.8,76.5,813.9,737.3,933.7,898.6,769.4,858.5,13,8.4,18.8,17.1,7.7,18.3,4.5,4.5,7.5,6,3.2,5.9
18,181,White,Indiana,IN,27,77.3,76.3,79.7,76.5,924.5,713,924.5,898.6,874.7,974.4,16.5,9.2,18.5,17.1,10.5,22.4,5.5,4.4,7,6,3.8,7.2
18,183,Whitley,Indiana,IN,48,77.6,76.4,78.5,76.5,854.7,765.5,905,898.6,809.9,899.4,11.8,8.3,18.7,17.1,6.7,16.9,5,3.9,6.8,6,3.4,6.5
19,001,Adair,Iowa,IA,58,77.7,76.6,78.7,76.5,771,735.9,886.6,898.6,723.7,818.3,12.3,10.4,24.1,17.1,7.2,17.4,5.4,3.1,6.4,6,3.7,7.2
19,003,Adams,Iowa,IA,61,77.8,75.2,77.8,76.5,845.7,790.9,973.6,898.6,775.3,916.1,20.9,13.3,26.2,17.1,11.2,30.7,7.3,4.9,8,6,4.5,10.2
19,005,Allamakee,Iowa,IA,40,78.1,76.1,78.9,76.5,770,726.1,934.1,898.6,732,808,6.6,9,21.7,17.1,2.4,10.7,3.3,4,6.8,6,2.1,4.4
19,007,Appanoose,Iowa,IA,63,78,74.5,77,76.5,829.6,872.1,1044.9,898.6,789.7,869.4,31,13,31.9,17.1,21.7,40.3,9.1,5,9.1,6,6.7,11.5
19,009,Audubon,Iowa,IA,59,79.1,76.1,79.2,76.5,717.9,735.6,929.3,898.6,669.2,766.5,11.4,11.4,21,17.1,5,17.9,3.8,4,7.3,6,1.8,5.9
19,011,Benton,Iowa,IA,27,79.4,76.3,79.7,76.5,724.6,713,924.5,898.6,682.3,766.9,13.1,9.2,18.5,17.1,8.4,17.8,4.3,4.4,7,6,3.1,5.5
19,013,Black Hawk,Iowa,IA,14,78.2,75.1,79,76.5,769.5,752.4,977.6,898.6,743.3,795.8,12.7,11.6,20.6,17.1,10.4,15,5.4,5.3,7.3,6,4.7,6.1
19,015,Boone,Iowa,IA,26,77.3,76,79,76.5,822.8,734.7,941.3,898.6,779.6,866.1,11.2,11.2,21.7,17.1,7,15.4,5.2,4.6,7.4,6,4.1,6.4
19,017,Bremer,Iowa,IA,55,79.8,76,79.8,76.5,715.6,715.6,931.4,898.6,685.4,745.9,8.3,8.3,22.6,17.1,4.5,12,3.1,3.5,7.1,6,2.1,4.1
