State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,RHI_LBW_Ind,RHI_VLBW_Ind,RHI_Premature_Ind,RHI_Under_18_Ind,RHI_Over_40_Ind,RHI_Unmarried_Ind,RHI_Late_Care_Ind,RHI_Infant_Mortality_Ind,RHI_IM_Wh_Non_Hisp_Ind,RHI_IM_Bl_Non_Hisp_Ind,RHI_IM_Hisp_Ind,RHI_IM_Neonatal_Ind,RHI_IM_Postneonatal_Ind,RHI_Brst_Cancer_Ind,RHI_Col_Cancer_Ind,RHI_CHD_Ind,RHI_Homicide_Ind,RHI_Lung_Cancer_Ind,RHI_MVA_Ind,RHI_Stroke_Ind,RHI_Suicide_Ind,RHI_Injury_Ind
16,071,Oneida,Idaho,ID,82,5,5,5,5,5,5,5,5,-1,-1,-1,5,5,-1,8,5,-1,-1,8,5,-1,7
16,073,Owyhee,Idaho,ID,86,5,5,5,6,7,5,8,8,8,-1,8,8,6,-1,5,5,-1,5,6,8,6,5
16,075,Payette,Idaho,ID,43,5,5,5,6,7,5,8,8,8,-1,8,8,8,8,5,8,-1,6,6,5,8,7
16,077,Power,Idaho,ID,83,5,5,5,6,5,5,8,5,5,-1,-1,5,5,8,5,5,-1,5,6,8,-1,5
16,079,Shoshone,Idaho,ID,87,5,5,5,6,5,8,6,8,8,-1,-1,8,8,8,5,8,-1,8,6,8,8,8
16,081,Teton,Idaho,ID,38,5,8,5,5,7,5,8,8,8,-1,-1,8,5,-1,-1,5,-1,-1,8,8,8,8
16,083,Twin Falls,Idaho,ID,20,5,5,5,6,7,5,8,6,8,-1,8,5,8,8,5,5,-1,5,8,5,8,7
16,085,Valley,Idaho,ID,80,7,5,5,6,8,7,8,5,5,-1,-1,5,8,8,5,7,-1,7,6,8,8,7
16,087,Washington,Idaho,ID,43,5,5,5,6,5,5,8,5,5,-1,-1,5,8,5,8,8,-1,6,6,5,-1,5
17,001,Adams,Illinois,IL,21,5,8,5,5,5,7,7,7,8,-1,-1,8,5,5,8,8,-1,8,5,5,5,5
17,003,Alexander,Illinois,IL,76,8,8,8,8,5,8,8,8,8,7,-1,6,8,8,8,8,8,8,6,8,8,5
17,005,Bond,Illinois,IL,60,8,7,8,6,5,5,5,8,8,-1,-1,8,8,8,6,6,-1,6,6,8,5,5
17,007,Boone,Illinois,IL,48,5,7,5,8,7,7,8,5,8,-1,7,7,5,5,8,6,-1,5,6,5,5,7
17,009,Brown,Illinois,IL,59,7,8,5,5,5,7,8,5,5,-1,-1,5,5,8,8,8,-1,8,5,8,-1,5
17,011,Bureau,Illinois,IL,27,5,7,7,7,7,7,5,7,8,-1,-1,5,8,8,8,8,-1,8,6,5,7,7
17,013,Calhoun,Illinois,IL,59,5,-1,5,5,-1,5,5,-1,-1,-1,-1,-1,-1,-1,8,8,-1,5,8,5,-1,5
17,015,Carroll,Illinois,IL,55,7,8,7,8,5,7,5,8,8,-1,-1,8,5,8,8,8,-1,8,8,8,8,5
17,017,Cass,Illinois,IL,60,5,5,8,8,5,7,8,6,6,-1,8,6,8,8,8,8,-1,8,5,6,5,5
17,019,Champaign,Illinois,IL,14,5,8,5,5,7,5,5,8,8,8,8,8,8,8,8,5,5,6,5,5,5,5
17,021,Christian,Illinois,IL,26,5,7,8,8,5,7,7,7,8,-1,-1,7,8,5,8,8,-1,8,6,8,8,5
17,023,Clark,Illinois,IL,60,5,5,5,6,5,5,8,5,5,-1,-1,5,5,5,8,8,-1,6,6,8,6,5
17,025,Clay,Illinois,IL,60,5,5,8,8,5,5,5,5,5,-1,-1,5,8,8,8,8,-1,8,6,8,5,5
17,027,Clinton,Illinois,IL,47,5,5,5,5,5,5,5,5,6,-1,-1,7,5,8,8,8,-1,7,8,5,8,7
17,029,Coles,Illinois,IL,19,5,5,5,6,5,7,5,6,8,-1,-1,8,5,5,8,8,-1,8,5,8,5,5
17,031,Cook,Illinois,IL,1,8,8,8,8,6,8,8,8,7,8,8,8,8,8,8,8,8,8,7,6,5,7
17,033,Crawford,Illinois,IL,55,7,5,7,8,5,7,5,5,6,-1,-1,5,8,8,8,8,-1,8,6,8,5,7
17,035,Cumberland,Illinois,IL,57,7,7,7,8,5,7,5,5,8,-1,-1,5,8,5,8,8,-1,8,6,8,8,7
17,037,DeKalb,Illinois,IL,17,7,8,8,5,5,5,7,8,8,8,7,8,8,8,6,7,7,5,5,5,5,5
17,039,De Witt,Illinois,IL,55,7,7,8,8,5,7,5,8,8,-1,-1,5,8,8,6,8,-1,8,6,6,8,5
17,041,Douglas,Illinois,IL,57,7,7,7,7,7,5,8,5,5,-1,-1,8,5,8,6,8,-1,8,6,6,8,7
17,043,DuPage,Illinois,IL,2,5,7,7,5,8,5,5,7,8,8,8,8,5,8,7,5,5,5,5,8,5,5
17,045,Edgar,Illinois,IL,60,8,8,7,8,5,7,8,8,8,-1,-1,6,8,5,8,6,-1,8,8,8,8,5
17,047,Edwards,Illinois,IL,55,5,5,5,8,5,5,5,8,8,-1,-1,8,5,-1,8,8,-1,8,8,6,-1,7
17,049,Effingham,Illinois,IL,47,7,7,8,7,7,7,5,8,8,-1,-1,8,8,5,8,5,-1,7,8,8,5,7
17,051,Fayette,Illinois,IL,60,5,5,7,8,5,7,5,5,6,-1,-1,5,5,5,8,8,-1,5,6,6,5,7
17,053,Ford,Illinois,IL,55,7,8,7,8,7,7,5,8,8,-1,-1,8,8,5,8,8,-1,5,8,8,5,5
17,055,Franklin,Illinois,IL,50,6,8,8,8,5,8,5,8,8,-1,-1,8,8,8,8,6,-1,8,8,5,6,5
17,057,Fulton,Illinois,IL,30,7,8,7,8,5,7,5,5,5,-1,-1,5,8,5,8,6,-1,8,6,8,6,5
17,059,Gallatin,Illinois,IL,62,7,8,8,6,7,7,8,5,5,-1,-1,5,8,8,6,8,-1,8,8,6,-1,7
17,061,Greene,Illinois,IL,40,7,5,7,8,5,7,5,5,5,-1,-1,5,5,5,8,8,-1,8,8,8,8,5
17,063,Grundy,Illinois,IL,48,5,5,5,5,7,5,5,5,5,-1,-1,5,8,8,8,8,-1,8,5,5,5,7
17,065,Hamilton,Illinois,IL,62,7,8,8,6,5,5,5,8,8,-1,-1,8,8,5,8,8,-1,8,6,5,-1,5
17,067,Hancock,Illinois,IL,55,5,5,5,5,7,5,7,5,5,-1,-1,5,5,5,8,6,-1,8,6,8,8,5
17,069,Hardin,Illinois,IL,72,5,-1,5,8,7,5,5,-1,-1,-1,-1,-1,-1,-1,8,6,-1,8,6,5,-1,8
17,071,Henderson,Illinois,IL,54,5,7,7,8,7,7,5,5,5,-1,-1,5,5,8,5,8,-1,8,6,8,8,5
17,073,Henry,Illinois,IL,18,7,5,7,8,5,7,5,8,8,-1,-1,8,7,6,8,5,-1,7,6,8,5,7
17,075,Iroquois,Illinois,IL,27,5,5,5,8,7,7,7,5,7,-1,-1,5,8,7,8,8,-1,7,8,8,8,7
17,077,Jackson,Illinois,IL,8,6,6,5,5,7,6,6,6,6,8,-1,8,6,5,8,5,5,6,5,6,5,5
17,079,Jasper,Illinois,IL,56,7,5,7,8,7,7,5,8,8,-1,-1,8,8,5,8,8,-1,8,6,8,-1,7
17,081,Jefferson,Illinois,IL,34,5,5,8,6,5,8,6,5,5,-1,-1,8,5,8,8,6,-1,6,6,5,5,5
17,083,Jersey,Illinois,IL,38,7,5,5,5,5,7,5,5,5,-1,-1,7,5,5,8,8,-1,7,6,5,8,7
17,085,Jo Daviess,Illinois,IL,57,5,7,5,5,5,7,7,5,5,-1,-1,5,5,8,5,5,-1,7,6,8,8,5
17,087,Johnson,Illinois,IL,64,5,8,7,6,7,5,5,8,8,-1,-1,8,5,8,8,6,-1,6,6,5,6,5
17,089,Kane,Illinois,IL,10,5,8,7,7,5,7,8,7,7,8,8,8,7,8,8,5,7,8,5,8,5,5
17,091,Kankakee,Illinois,IL,15,5,8,6,8,5,8,8,8,8,8,5,8,5,8,6,8,8,8,8,8,5,7
17,093,Kendall,Illinois,IL,48,5,7,7,5,7,5,5,8,8,-1,8,8,7,8,8,5,-1,5,6,5,7,5
17,095,Knox,Illinois,IL,21,7,5,7,5,5,8,5,8,8,-1,-1,5,8,5,8,8,-1,8,5,8,6,7
17,097,Lake,Illinois,IL,2,7,5,7,7,6,5,8,5,7,5,5,5,7,8,7,7,5,7,5,8,5,5
17,099,La Salle,Illinois,IL,13,5,5,8,8,5,7,5,5,6,-1,-1,7,5,5,8,8,7,8,8,5,5,7
17,101,Lawrence,Illinois,IL,60,7,5,5,8,5,7,5,8,8,-1,-1,8,8,8,8,6,-1,8,8,8,6,7
17,103,Lee,Illinois,IL,25,5,5,5,5,7,7,7,7,5,-1,-1,5,8,8,8,8,-1,6,8,6,8,7
17,105,Livingston,Illinois,IL,26,5,5,8,7,7,8,7,8,8,-1,-1,5,8,7,6,8,-1,5,8,8,5,5
17,107,Logan,Illinois,IL,26,7,7,7,8,5,7,5,5,5,-1,-1,5,8,5,8,5,-1,5,6,8,5,7
17,109,McDonough,Illinois,IL,50,5,5,5,5,7,5,8,5,5,-1,-1,6,5,5,8,6,-1,6,5,8,5,5
17,111,McHenry,Illinois,IL,12,5,5,7,5,8,5,7,5,5,-1,8,5,5,8,8,5,5,8,7,6,5,5
17,113,McLean,Illinois,IL,11,7,7,8,5,5,5,7,8,8,5,-1,8,8,5,8,7,-1,8,7,8,5,5
17,115,Macon,Illinois,IL,15,8,8,8,8,5,8,8,6,6,5,-1,8,5,5,8,5,8,6,5,8,5,7
17,117,Macoupin,Illinois,IL,31,8,7,7,8,5,7,5,7,8,-1,-1,7,5,5,6,8,7,8,8,6,6,7
17,119,Madison,Illinois,IL,4,5,5,8,6,5,6,5,8,8,8,-1,8,8,5,8,8,5,8,8,8,8,7
17,121,Marion,Illinois,IL,34,8,5,5,6,5,8,6,5,5,-1,-1,5,6,8,8,6,-1,6,6,5,8,5
17,123,Marshall,Illinois,IL,55,5,5,7,5,7,7,5,8,8,-1,-1,8,5,8,8,8,-1,8,8,8,-1,5
17,125,Mason,Illinois,IL,40,7,8,7,8,5,8,5,8,8,-1,-1,8,8,8,8,8,-1,8,6,5,8,7
17,127,Massac,Illinois,IL,65,5,8,8,8,5,7,5,5,5,-1,-1,5,5,5,8,8,-1,8,6,8,8,8
17,129,Menard,Illinois,IL,57,7,5,7,7,7,7,5,5,5,-1,-1,8,5,8,8,8,-1,7,8,6,5,5
17,131,Mercer,Illinois,IL,57,5,5,5,7,5,7,5,5,5,-1,-1,5,5,5,5,8,-1,7,8,5,5,5
17,133,Monroe,Illinois,IL,47,8,7,8,5,7,5,5,5,5,-1,-1,8,5,7,8,5,-1,5,6,8,-1,5
17,135,Montgomery,Illinois,IL,30,5,8,8,8,5,7,5,5,5,-1,-1,5,5,5,8,5,-1,8,8,8,8,5
17,137,Morgan,Illinois,IL,30,8,8,7,8,7,8,5,5,6,-1,-1,7,5,5,8,8,-1,8,8,5,5,5
17,139,Moultrie,Illinois,IL,57,7,7,5,7,5,5,8,7,8,-1,-1,8,5,8,6,8,-1,7,6,8,8,5
17,141,Ogle,Illinois,IL,45,7,7,7,5,7,7,7,7,8,-1,-1,5,8,5,8,5,7,8,8,8,8,5
17,143,Peoria,Illinois,IL,15,8,8,8,8,5,8,5,6,5,8,-1,6,8,5,8,5,8,6,5,8,5,5
17,145,Perry,Illinois,IL,40,8,5,8,8,5,7,5,5,6,-1,-1,5,5,8,8,8,-1,8,6,5,8,5
17,147,Piatt,Illinois,IL,55,5,5,5,5,5,5,5,5,6,-1,-1,5,8,5,8,5,-1,8,6,5,-1,5
17,149,Pike,Illinois,IL,62,7,8,5,6,7,5,5,5,5,-1,-1,5,5,8,8,5,-1,6,6,6,6,5
17,151,Pope,Illinois,IL,61,5,-1,5,8,8,7,5,-1,-1,-1,-1,-1,-1,-1,8,5,-1,6,-1,6,-1,7
17,153,Pulaski,Illinois,IL,76,8,8,8,8,7,8,6,8,8,-1,-1,8,8,8,8,8,-1,8,6,6,-1,5
17,155,Putnam,Illinois,IL,57,7,5,5,5,5,5,5,8,8,-1,-1,8,5,8,8,5,-1,8,8,5,-1,5
17,157,Randolph,Illinois,IL,30,7,8,8,5,5,7,5,8,8,-1,-1,8,8,8,8,8,-1,6,8,8,8,7
17,159,Richland,Illinois,IL,40,7,7,5,8,5,5,5,8,8,-1,-1,5,8,5,8,8,-1,8,6,6,5,5
17,161,Rock Island,Illinois,IL,16,5,8,8,8,5,8,5,5,6,5,5,5,8,8,5,5,-1,6,5,8,6,5
17,163,St. Clair,Illinois,IL,5,6,8,8,8,5,8,8,8,8,8,-1,6,8,8,8,8,8,8,6,6,5,5
17,165,Saline,Illinois,IL,50,8,5,6,8,5,8,5,8,8,-1,-1,8,8,5,8,8,-1,8,6,8,6,7
17,167,Sangamon,Illinois,IL,11,8,8,8,8,5,8,7,8,8,8,-1,8,8,8,8,5,8,8,7,8,8,5
17,169,Schuyler,Illinois,IL,59,5,5,5,5,5,5,8,5,5,-1,-1,5,8,8,8,8,-1,8,6,8,8,5
17,171,Scott,Illinois,IL,56,5,5,7,8,7,7,5,5,5,-1,-1,8,5,-1,8,8,-1,7,-1,5,-1,-1
17,173,Shelby,Illinois,IL,55,5,5,5,8,5,5,7,8,8,-1,-1,7,8,8,6,8,-1,5,8,8,5,5
17,175,Stark,Illinois,IL,54,5,7,5,7,5,7,5,8,8,-1,-1,8,8,-1,8,5,-1,8,8,8,8,7
17,177,Stephenson,Illinois,IL,27,8,8,8,8,5,8,7,8,8,8,-1,8,7,5,5,5,-1,7,6,6,5,5
17,179,Tazewell,Illinois,IL,12,7,7,7,7,5,7,5,8,8,-1,-1,8,5,7,8,5,-1,8,5,8,8,5
17,181,Union,Illinois,IL,64,5,5,5,6,7,5,5,5,5,-1,-1,5,5,5,8,6,-1,6,6,8,6,7
17,183,Vermilion,Illinois,IL,24,8,8,8,8,5,8,8,8,8,8,-1,8,8,5,8,6,7,8,8,8,5,5
17,185,Wabash,Illinois,IL,40,8,7,7,8,5,7,5,8,8,-1,-1,8,5,8,8,5,-1,8,6,6,-1,5
17,187,Warren,Illinois,IL,60,5,5,5,8,5,8,5,5,5,-1,-1,5,5,8,8,8,-1,5,6,8,5,5
17,189,Washington,Illinois,IL,57,5,5,5,8,5,5,5,7,8,-1,-1,7,7,8,8,8,-1,5,8,8,5,5
17,191,Wayne,Illinois,IL,59,7,8,8,8,5,7,5,8,8,-1,-1,8,8,5,5,8,8,8,6,6,8,5
17,193,White,Illinois,IL,64,8,5,5,6,7,7,8,5,5,-1,-1,5,5,5,8,8,-1,6,6,5,5,5
17,195,Whiteside,Illinois,IL,18,5,5,5,8,5,8,5,5,6,-1,5,5,8,8,6,8,-1,8,5,6,5,5
17,197,Will,Illinois,IL,10,5,8,7,5,5,5,5,7,7,8,8,8,5,8,8,8,5,8,7,8,5,5
17,199,Williamson,Illinois,IL,24,5,5,8,6,5,5,5,5,5,-1,-1,5,6,8,8,5,7,6,8,6,6,5
17,201,Winnebago,Illinois,IL,10,8,8,8,8,5,8,8,8,8,8,8,8,7,8,5,7,7,8,7,8,7,7
17,203,Woodford,Illinois,IL,47,5,7,7,5,8,5,5,8,8,-1,-1,8,8,5,5,5,-1,5,5,8,5,5
18,001,Adams,Indiana,IN,48,5,5,5,5,8,5,8,7,8,-1,-1,7,7,6,6,5,-1,5,6,8,5,5
18,003,Allen,Indiana,IN,10,8,8,8,8,5,8,8,8,8,8,8,7,8,8,8,5,8,8,7,5,8,7
18,005,Bartholomew,Indiana,IN,17,7,5,7,8,5,7,7,8,8,-1,-1,7,8,8,5,8,-1,8,8,8,8,7
18,007,Benton,Indiana,IN,57,5,5,5,8,5,7,7,5,5,-1,-1,5,5,5,8,5,-1,8,6,8,-1,5
18,009,Blackford,Indiana,IN,55,7,7,7,8,5,8,7,8,8,-1,-1,8,8,8,8,8,-1,7,6,5,5,5
18,011,Boone,Indiana,IN,48,5,7,7,5,7,5,7,8,8,-1,-1,8,5,8,6,5,-1,8,6,6,8,5
18,013,Brown,Indiana,IN,37,5,8,7,7,5,7,8,8,8,-1,-1,8,5,8,7,5,-1,8,8,8,6,5
18,015,Carroll,Indiana,IN,55,5,5,5,5,5,5,7,5,5,-1,-1,5,8,5,6,5,-1,5,8,8,8,7
18,017,Cass,Indiana,IN,26,7,5,5,8,5,8,8,8,8,-1,8,5,8,5,8,8,-1,8,6,8,6,5
18,019,Clark,Indiana,IN,17,7,7,8,8,5,8,8,7,8,7,-1,5,8,8,8,8,7,8,5,8,8,7
18,021,Clay,Indiana,IN,26,7,8,7,8,5,7,8,8,8,-1,-1,8,6,8,8,8,-1,8,8,8,8,7
18,023,Clinton,Indiana,IN,27,7,8,8,8,5,8,8,8,8,-1,7,8,8,5,8,8,-1,8,8,8,8,5
18,025,Crawford,Indiana,IN,39,8,7,8,8,7,7,8,5,6,-1,-1,5,5,5,8,8,-1,8,6,8,8,7
18,027,Daviess,Indiana,IN,31,5,5,7,5,5,5,8,8,8,-1,-1,7,8,5,5,5,-1,8,6,8,6,7
18,029,Dearborn,Indiana,IN,48,8,8,8,7,7,7,5,8,8,-1,-1,8,5,5,8,5,-1,8,8,8,8,7
18,031,Decatur,Indiana,IN,47,7,8,8,5,5,7,8,8,8,-1,-1,8,8,5,5,8,-1,8,8,6,5,7
18,033,De Kalb,Indiana,IN,48,5,5,5,8,5,7,8,8,8,-1,-1,5,8,8,8,8,-1,6,8,8,8,7
18,035,Delaware,Indiana,IN,14,8,8,7,6,5,8,5,8,8,8,-1,8,8,8,8,7,5,8,5,8,8,5
18,037,Dubois,Indiana,IN,48,5,5,7,7,7,5,7,7,5,-1,-1,7,8,8,5,8,-1,5,6,8,8,7
18,039,Elkhart,Indiana,IN,12,5,5,5,8,5,8,8,8,8,8,7,7,8,8,5,8,8,8,8,8,5,7
18,041,Fayette,Indiana,IN,28,8,8,8,8,5,8,7,8,8,-1,-1,8,8,8,6,8,-1,8,6,8,6,7
18,043,Floyd,Indiana,IN,17,7,8,8,8,5,7,7,5,8,-1,-1,5,8,8,8,8,7,8,5,8,5,7
18,045,Fountain,Indiana,IN,55,7,5,7,8,5,7,8,8,8,-1,-1,8,8,8,8,8,-1,8,8,8,8,5
18,047,Franklin,Indiana,IN,38,7,7,7,8,7,5,7,8,8,-1,-1,8,7,5,8,8,-1,5,8,5,5,7
18,049,Fulton,Indiana,IN,55,7,8,5,8,7,7,8,8,8,-1,-1,8,8,8,8,8,-1,8,8,6,8,7
18,051,Gibson,Indiana,IN,26,7,5,7,5,5,7,7,7,5,-1,-1,7,5,7,8,8,-1,5,8,6,8,5
18,053,Grant,Indiana,IN,19,8,8,5,8,5,8,8,8,8,8,-1,8,8,8,8,8,7,8,6,5,8,7
18,055,Greene,Indiana,IN,26,7,5,8,8,5,7,8,8,8,-1,-1,8,8,5,8,8,-1,8,6,5,8,5
18,057,Hamilton,Indiana,IN,12,5,5,7,5,7,5,5,7,8,-1,-1,7,5,5,5,5,-1,5,5,8,5,5
18,059,Hancock,Indiana,IN,46,5,5,8,7,5,7,5,5,5,-1,-1,5,7,5,5,8,-1,8,8,6,8,7
18,061,Harrison,Indiana,IN,47,7,7,8,8,5,7,5,5,5,-1,-1,5,5,8,5,8,-1,8,8,8,5,5
18,063,Hendricks,Indiana,IN,46,5,5,5,5,5,5,5,5,7,-1,-1,7,5,5,6,5,-1,6,5,5,7,5
18,065,Henry,Indiana,IN,26,7,7,8,5,5,7,5,8,8,-1,-1,8,5,8,5,5,-1,8,8,8,6,7
18,067,Howard,Indiana,IN,17,7,7,7,8,5,8,8,8,8,-1,-1,7,8,6,8,8,7,8,8,8,5,7
18,069,Huntington,Indiana,IN,48,7,7,5,8,5,7,5,5,5,-1,-1,5,7,8,8,6,-1,8,6,8,5,5
18,071,Jackson,Indiana,IN,47,7,8,8,8,5,7,8,5,5,-1,-1,5,5,5,8,8,-1,8,6,8,7,7
18,073,Jasper,Indiana,IN,47,5,7,5,7,5,7,8,5,5,-1,-1,5,7,8,8,7,-1,8,6,6,5,5
18,075,Jay,Indiana,IN,60,5,8,5,6,7,5,8,8,8,-1,-1,8,5,5,8,6,-1,8,8,6,8,5
18,077,Jefferson,Indiana,IN,28,5,5,5,8,5,7,8,8,8,-1,-1,8,6,8,8,8,-1,8,8,8,8,5
18,079,Jennings,Indiana,IN,47,5,7,7,8,5,7,8,7,8,-1,-1,5,8,5,8,8,-1,8,8,8,5,7
18,081,Johnson,Indiana,IN,12,5,5,5,7,5,5,5,7,8,-1,-1,5,7,7,5,8,-1,6,5,8,5,5
18,083,Knox,Indiana,IN,30,8,8,8,5,5,8,7,8,8,-1,-1,8,6,8,8,6,-1,8,6,8,8,5
18,085,Kosciusko,Indiana,IN,45,5,5,5,8,5,7,8,8,8,-1,8,8,8,8,8,5,-1,8,8,6,5,7
18,087,Lagrange,Indiana,IN,48,5,5,5,5,7,5,8,7,8,-1,-1,7,8,5,8,5,-1,5,8,8,7,5
18,089,Lake,Indiana,IN,4,8,8,8,8,5,8,8,8,8,5,8,8,8,8,8,8,8,8,8,6,6,5
18,091,La Porte,Indiana,IN,11,7,8,8,8,5,8,8,8,8,8,-1,5,8,8,8,8,8,8,8,5,8,5
18,093,Lawrence,Indiana,IN,25,7,8,8,8,5,7,8,8,8,-1,-1,8,8,5,6,8,-1,8,6,8,6,7
18,095,Madison,Indiana,IN,14,8,6,8,8,5,8,8,8,8,8,-1,8,8,5,5,8,-1,8,8,8,8,7
18,097,Marion,Indiana,IN,3,8,6,8,8,5,8,8,8,8,5,5,8,8,6,8,6,8,8,5,6,8,5
18,099,Marshall,Indiana,IN,48,7,7,7,8,5,7,8,5,5,-1,-1,5,5,8,8,8,-1,8,8,8,5,7
18,101,Martin,Indiana,IN,39,5,7,8,5,5,5,8,5,6,-1,-1,5,5,5,8,8,-1,6,8,8,5,7
18,103,Miami,Indiana,IN,29,5,5,7,8,5,8,8,5,8,-1,-1,5,8,8,8,8,-1,8,6,6,5,5
18,105,Monroe,Indiana,IN,14,5,5,5,5,7,5,8,6,8,-1,-1,8,5,8,5,5,5,6,5,6,5,5
18,107,Montgomery,Indiana,IN,25,7,8,8,8,5,7,7,5,8,-1,-1,5,5,5,8,8,-1,6,8,8,8,7
18,109,Morgan,Indiana,IN,46,8,8,8,8,5,7,7,7,8,-1,-1,5,8,5,6,8,7,8,8,8,8,7
18,111,Newton,Indiana,IN,38,5,5,5,8,5,7,8,7,8,-1,-1,5,8,5,8,8,-1,8,8,8,5,5
18,113,Noble,Indiana,IN,48,7,7,7,8,5,7,8,8,8,-1,8,8,8,8,8,8,-1,8,8,8,8,5
18,115,Ohio,Indiana,IN,37,7,8,8,8,5,7,5,5,5,-1,-1,5,5,-1,5,8,-1,8,-1,8,-1,-1
18,117,Orange,Indiana,IN,60,7,7,7,8,5,5,8,8,8,-1,-1,8,8,5,5,8,-1,8,8,8,6,7
18,119,Owen,Indiana,IN,39,5,5,5,8,5,5,8,5,6,-1,-1,5,8,5,8,8,-1,8,6,8,6,7
18,121,Parke,Indiana,IN,60,8,8,7,6,8,7,8,8,8,-1,-1,8,8,8,8,8,-1,8,8,5,8,7
18,123,Perry,Indiana,IN,55,7,8,7,8,5,7,8,8,8,-1,-1,8,8,5,8,6,-1,8,6,6,8,7
18,125,Pike,Indiana,IN,60,8,8,8,8,7,7,5,8,8,-1,-1,8,8,8,6,8,-1,8,8,8,8,5
18,127,Porter,Indiana,IN,12,5,5,8,5,5,7,8,8,8,-1,-1,8,8,8,8,5,-1,8,7,5,8,5
18,129,Posey,Indiana,IN,47,5,7,7,7,5,7,5,8,8,-1,-1,8,8,8,5,5,-1,8,5,8,8,7
18,131,Pulaski,Indiana,IN,57,7,8,7,7,7,7,8,8,8,-1,-1,8,8,8,8,8,-1,7,8,8,8,7
18,133,Putnam,Indiana,IN,25,5,5,7,8,5,7,7,5,5,-1,-1,5,8,8,6,8,-1,8,5,6,6,5
18,135,Randolph,Indiana,IN,30,8,8,8,8,5,5,8,8,8,-1,-1,8,8,8,5,8,-1,6,6,8,5,5
18,137,Ripley,Indiana,IN,47,7,5,7,8,5,5,7,5,5,-1,-1,5,5,8,8,7,-1,8,6,8,8,5
18,139,Rush,Indiana,IN,57,7,8,7,8,5,7,8,5,5,-1,-1,5,5,5,6,8,-1,8,6,6,5,7
18,141,St. Joseph,Indiana,IN,9,7,8,7,8,5,8,8,8,8,5,5,8,7,6,8,7,8,8,7,8,8,5
18,143,Scott,Indiana,IN,39,8,7,8,8,5,7,8,5,6,-1,-1,5,8,8,8,8,-1,8,6,8,6,5
18,145,Shelby,Indiana,IN,48,7,7,7,8,5,8,8,8,8,-1,-1,8,8,8,5,6,-1,8,5,6,8,5
18,147,Spencer,Indiana,IN,38,7,7,8,8,5,5,5,7,8,-1,-1,7,8,5,5,8,7,8,6,8,5,7
18,149,Starke,Indiana,IN,39,5,7,7,8,7,8,8,5,6,-1,-1,6,5,8,8,8,8,8,8,8,8,7
18,151,Steuben,Indiana,IN,25,7,5,8,8,5,8,8,8,8,-1,-1,5,8,8,8,8,-1,8,8,5,5,7
18,153,Sullivan,Indiana,IN,60,8,8,8,6,5,7,5,8,8,-1,-1,8,5,8,8,8,-1,8,6,8,8,5
18,155,Switzerland,Indiana,IN,60,5,5,5,6,7,7,8,5,5,-1,-1,5,5,-1,8,8,-1,8,8,8,8,7
18,157,Tippecanoe,Indiana,IN,11,5,8,5,7,5,7,7,8,8,-1,8,8,7,5,8,7,7,8,5,8,5,7
18,159,Tipton,Indiana,IN,55,7,7,5,6,5,5,7,8,8,-1,-1,7,8,6,6,6,-1,8,6,8,5,7
18,161,Union,Indiana,IN,38,5,5,5,8,5,7,8,5,5,-1,-1,5,8,8,6,8,-1,8,8,8,-1,5
18,163,Vanderburgh,Indiana,IN,16,8,8,8,8,5,8,5,8,8,5,-1,8,8,8,8,5,7,8,5,8,8,7
18,165,Vermillion,Indiana,IN,55,7,7,7,8,5,7,8,5,8,-1,-1,8,5,8,8,8,-1,8,8,8,8,7
18,167,Vigo,Indiana,IN,16,5,5,8,8,5,8,8,6,8,8,-1,5,8,8,8,8,8,8,5,8,8,5
18,169,Wabash,Indiana,IN,26,8,7,7,8,5,7,8,8,8,-1,-1,5,8,8,8,8,-1,8,5,6,8,7
18,171,Warren,Indiana,IN,54,5,7,5,8,5,7,5,7,8,-1,-1,8,5,5,8,8,-1,8,6,8,8,7
18,173,Warrick,Indiana,IN,45,7,7,8,5,5,5,5,5,5,-1,-1,5,5,7,8,8,-1,8,6,8,5,5
18,175,Washington,Indiana,IN,29,5,5,7,8,7,5,8,5,5,-1,-1,5,5,5,5,8,-1,8,8,8,5,7
18,177,Wayne,Indiana,IN,24,5,8,8,8,5,8,8,8,8,8,-1,8,8,8,5,6,7,8,5,6,6,5
18,179,Wells,Indiana,IN,47,7,7,5,7,5,5,5,5,5,-1,-1,5,5,5,5,7,-1,5,6,8,5,7
18,181,White,Indiana,IN,27,7,7,7,8,5,7,8,7,8,-1,-1,7,5,5,5,8,-1,8,8,8,8,7
18,183,Whitley,Indiana,IN,48,5,5,7,5,5,5,7,5,8,-1,-1,7,5,6,8,5,-1,8,6,6,5,5
19,001,Adair,Iowa,IA,58,5,5,5,5,5,5,5,5,5,-1,-1,5,5,5,8,8,-1,5,6,5,-1,5
19,003,Adams,Iowa,IA,61,5,-1,7,6,7,5,5,-1,-1,-1,-1,-1,-1,8,6,8,-1,5,6,8,-1,5
19,005,Allamakee,Iowa,IA,40,5,5,5,6,5,5,6,8,8,-1,-1,7,8,8,8,5,-1,5,6,8,5,5
19,007,Appanoose,Iowa,IA,63,7,5,5,6,7,7,7,5,5,-1,-1,5,5,5,8,8,-1,5,6,5,6,5
