Feature,Estimator,AUC,AUC_best,Accuracy,Accuracy_best,F1,F1_best,Precision,Precision_best,Recall,Recall_best
tobacco_use : ldl_cholesterol : abdominal_adiposity : type_a,gaussian,0,0,0.7055966697502314,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : type_a,svc,0,0,0.6948196114708602,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : type_a,decision_tree,0,0,0.5801110083256245,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_depth': 25}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : type_a,random_forest,0,0,0.6469935245143386,"{'max_features': None, 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 20}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : overall_obesity,linear,0,0,0.11767704881356902,{'normalize': True},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : overall_obesity,knn,0,0,0.6514801110083257,"{'n_neighbors': 60, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : overall_obesity,logistic,0,0,0.7163274745605921,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : overall_obesity,gaussian,0,0,0.699167437557817,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : overall_obesity,svc,0,0,0.692645698427382,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : overall_obesity,decision_tree,0,0,0.6148473635522663,"{'max_features': 'log2', 'max_leaf_nodes': 25, 'max_depth': 25}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : overall_obesity,random_forest,0,0,0.6427382053654024,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 10}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : alcohol_use,linear,0,0,0.10204804549340174,{'normalize': True},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : alcohol_use,knn,0,0,0.6666512488436632,"{'n_neighbors': 30, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : alcohol_use,logistic,0,0,0.7012025901942646,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : alcohol_use,gaussian,0,0,0.6990286771507864,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : alcohol_use,svc,0,0,0.6969472710453284,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : alcohol_use,decision_tree,0,0,0.5864939870490288,"{'max_features': 'auto', 'max_leaf_nodes': 15, 'max_depth': 30}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : alcohol_use,random_forest,0,0,0.6406105457909342,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 25}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : age,linear,0,0,0.14758946743510712,{'normalize': True},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : age,knn,0,0,0.6470860314523589,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : age,logistic,0,0,0.7100370027752081,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : age,gaussian,0,0,0.699167437557817,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : age,svc,0,0,0.6904717853839037,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : age,decision_tree,0,0,0.5885291396854765,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_depth': 25}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : abdominal_adiposity : age,random_forest,0,0,0.6795559666975024,"{'max_features': 'auto', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : type_a,linear,0,0,0.14967397251786002,{'normalize': True},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : type_a,knn,0,0,0.7077705827937095,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : type_a,logistic,0,0,0.7100370027752081,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : type_a,gaussian,0,0,0.7273820536540241,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : type_a,svc,0,0,0.722941720629047,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : type_a,decision_tree,0,0,0.6407493061979648,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 20}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : type_a,random_forest,0,0,0.6688714153561518,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'bootstrap': False, 'max_depth': 5}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : overall_obesity,linear,0,0,0.1415023279248518,{'normalize': True},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : overall_obesity,knn,0,0,0.6906567992599444,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : overall_obesity,logistic,0,0,0.7252081406105458,"{'penalty': 'l2', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : overall_obesity,gaussian,0,0,0.7209528214616097,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : overall_obesity,svc,0,0,0.7100832562442184,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : overall_obesity,decision_tree,0,0,0.6212765957446809,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_depth': 30}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : overall_obesity,random_forest,0,0,0.6668825161887143,"{'max_features': 'log2', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 20}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : alcohol_use,linear,0,0,0.1406929068829001,{'normalize': True},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : alcohol_use,knn,0,0,0.6538390379278445,"{'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : alcohol_use,logistic,0,0,0.7165124884366326,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : alcohol_use,gaussian,0,0,0.7122571692876967,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : alcohol_use,svc,0,0,0.7099444958371879,"{'C': 10, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : alcohol_use,decision_tree,0,0,0.6279370952821461,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : alcohol_use,random_forest,0,0,0.6623034227567068,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 5}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : age,linear,0,0,0.17634674640335124,{'normalize': True},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : age,knn,0,0,0.6928307123034227,"{'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : age,logistic,0,0,0.7208140610545791,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : age,gaussian,0,0,0.7274745605920444,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : age,svc,0,0,0.7294172062904718,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : age,decision_tree,0,0,0.6343200740055503,"{'max_features': 'auto', 'max_leaf_nodes': 30, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : family_history : age,random_forest,0,0,0.6559204440333024,"{'max_features': 'auto', 'max_leaf_nodes': 30, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : overall_obesity,linear,0,0,0.10598046676599508,{'normalize': False},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : overall_obesity,knn,0,0,0.6493987049028678,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : overall_obesity,logistic,0,0,0.6904717853839039,"{'penalty': 'l2', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : overall_obesity,gaussian,0,0,0.6969935245143386,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : overall_obesity,svc,0,0,0.6732192414431082,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : overall_obesity,decision_tree,0,0,0.5868640148011101,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_depth': 10}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : overall_obesity,random_forest,0,0,0.6382516188714153,"{'max_features': 'auto', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 20}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : alcohol_use,linear,0,0,0.10272339824381393,{'normalize': False},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : alcohol_use,knn,0,0,0.640518038852914,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : alcohol_use,logistic,0,0,0.692645698427382,"{'penalty': 'l2', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : alcohol_use,gaussian,0,0,0.6881591119333951,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : alcohol_use,svc,0,0,0.6774745605920444,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : alcohol_use,decision_tree,0,0,0.6427844588344126,"{'max_features': 'auto', 'max_leaf_nodes': 30, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : alcohol_use,random_forest,0,0,0.6382978723404256,"{'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 15}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : age,linear,0,0,0.16187396164231074,{'normalize': False},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : age,knn,0,0,0.6576780758556893,"{'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : age,logistic,0,0,0.7077243293246993,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : age,gaussian,0,0,0.7055504162812211,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : age,svc,0,0,0.7120259019426457,"{'C': 1000, 'shrinking': True, 'gamma': 0.0001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : age,decision_tree,0,0,0.6362164662349676,"{'max_features': 'auto', 'max_leaf_nodes': 15, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : type_a : age,random_forest,0,0,0.6795559666975023,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 10}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : alcohol_use,linear,0,0,0.09445779482683418,{'normalize': True},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : alcohol_use,knn,0,0,0.6341350601295097,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : alcohol_use,logistic,0,0,0.6905642923219242,"{'penalty': 'l2', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : alcohol_use,gaussian,0,0,0.6861702127659575,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : alcohol_use,svc,0,0,0.6882978723404254,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : alcohol_use,decision_tree,0,0,0.6449121184088807,"{'max_features': None, 'max_leaf_nodes': 10, 'max_depth': 30}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : alcohol_use,random_forest,0,0,0.6318686401480111,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': False, 'max_depth': 25}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : age,linear,0,0,0.15028920149747232,{'normalize': False},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : age,knn,0,0,0.6623959296947272,"{'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : age,logistic,0,0,0.7078168362627197,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : age,gaussian,0,0,0.7077705827937095,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : age,svc,0,0,0.6925994449583719,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : age,decision_tree,0,0,0.5606382978723404,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 25}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : overall_obesity : age,random_forest,0,0,0.6344125809435708,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 15}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : alcohol_use : age,linear,0,0,0.14606575052779278,{'normalize': True},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : alcohol_use : age,knn,0,0,0.6125809435707678,"{'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : alcohol_use : age,logistic,0,0,0.7099444958371877,"{'penalty': 'l2', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : alcohol_use : age,gaussian,0,0,0.7012950971322849,{},0,0,0,0,0,0
tobacco_use : ldl_cholesterol : alcohol_use : age,svc,0,0,0.6904255319148938,"{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : alcohol_use : age,decision_tree,0,0,0.579972247918594,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : ldl_cholesterol : alcohol_use : age,random_forest,0,0,0.6469935245143386,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a,linear,0,0,0.13524751121802525,{'normalize': True},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a,knn,0,0,0.6729417206290471,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a,logistic,0,0,0.6903792784458834,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a,gaussian,0,0,0.7055966697502313,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a,svc,0,0,0.6753006475485661,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a,decision_tree,0,0,0.6454209065679926,"{'max_features': 'sqrt', 'max_leaf_nodes': 25, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : type_a,random_forest,0,0,0.6776595744680852,"{'max_features': 'log2', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 10}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity,linear,0,0,0.1343337546116404,{'normalize': True},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity,knn,0,0,0.6429232192414431,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity,logistic,0,0,0.7035152636447732,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity,gaussian,0,0,0.6862627197039778,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity,svc,0,0,0.6709990749306198,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity,decision_tree,0,0,0.6560129509713228,"{'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 15}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : overall_obesity,random_forest,0,0,0.6407493061979648,"{'max_features': 'sqrt', 'max_leaf_nodes': 30, 'bootstrap': False, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : alcohol_use,linear,0,0,0.12334988020466242,{'normalize': True},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : alcohol_use,knn,0,0,0.6580943570767808,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : alcohol_use,logistic,0,0,0.6839500462534689,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : alcohol_use,gaussian,0,0,0.6839962997224791,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : alcohol_use,svc,0,0,0.6905642923219241,"{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : alcohol_use,decision_tree,0,0,0.6474098057354302,"{'max_features': None, 'max_leaf_nodes': 5, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : alcohol_use,random_forest,0,0,0.6884366327474559,"{'max_features': 'auto', 'max_leaf_nodes': 15, 'bootstrap': False, 'max_depth': 5}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : age,linear,0,0,0.1572539946117379,{'normalize': True},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : age,knn,0,0,0.6343663274745606,"{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : age,logistic,0,0,0.7186401480111008,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : age,gaussian,0,0,0.6990749306197965,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : age,svc,0,0,0.6969935245143387,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : age,decision_tree,0,0,0.6277058279370953,"{'max_features': 'log2', 'max_leaf_nodes': 30, 'max_depth': 15}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : family_history : age,random_forest,0,0,0.6540703052728956,"{'max_features': 'sqrt', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity,linear,0,0,0.1062377245436068,{'normalize': False},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity,knn,0,0,0.6449583718778908,"{'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity,logistic,0,0,0.6990286771507863,"{'penalty': 'l1', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity,gaussian,0,0,0.7034227567067529,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity,svc,0,0,0.6796947271045328,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity,decision_tree,0,0,0.6170212765957447,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 10}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : overall_obesity,random_forest,0,0,0.681822386679001,"{'max_features': 'sqrt', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : alcohol_use,linear,0,0,0.08887706473964692,{'normalize': False},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : alcohol_use,knn,0,0,0.6622571692876965,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : alcohol_use,logistic,0,0,0.6925531914893616,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : alcohol_use,gaussian,0,0,0.686077705827937,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : alcohol_use,svc,0,0,0.6903792784458833,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : alcohol_use,decision_tree,0,0,0.6277983348751157,"{'max_features': None, 'max_leaf_nodes': 5, 'max_depth': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : alcohol_use,random_forest,0,0,0.6667900092506938,"{'max_features': None, 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 5}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : age,linear,0,0,0.14183946473478387,{'normalize': True},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : age,knn,0,0,0.6687789084181314,"{'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : age,logistic,0,0,0.714199814986124,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : age,gaussian,0,0,0.6926919518963922,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : age,svc,0,0,0.7010175763182238,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : age,decision_tree,0,0,0.6081868640148012,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 20}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : type_a : age,random_forest,0,0,0.6579555966697501,"{'max_features': None, 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 10}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : alcohol_use,linear,0,0,0.08730080716545716,{'normalize': True},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : alcohol_use,knn,0,0,0.627335800185014,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : alcohol_use,logistic,0,0,0.7011100832562442,"{'penalty': 'l2', 'solver': 'liblinear'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : alcohol_use,gaussian,0,0,0.6709065679925994,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : alcohol_use,svc,0,0,0.6751618871415357,"{'C': 1000, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : alcohol_use,decision_tree,0,0,0.5716466234967622,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 20}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : alcohol_use,random_forest,0,0,0.6601295097132284,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 10}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : age,linear,0,0,0.12875172092403178,{'normalize': True},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : age,knn,0,0,0.6300185013876041,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : age,logistic,0,0,0.7098057354301572,"{'penalty': 'l1', 'solver': 'lbfgs'}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : age,gaussian,0,0,0.679740980573543,{},0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : age,svc,0,0,0.6751156336725254,"{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}",0,0,0,0,0,0
tobacco_use : abdominal_adiposity : overall_obesity : age,decision_tree,0,0,0.5908418131359852,"{'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 25}",0,0,0,0,0,0
