Feature, Estimator, Accuracy, Sample
BpCholesterolPainSexSugar, logistic, 0.7501113167962482, 745
BpCholesterolPainSexSugar, gaussian, 0.7596058250030853, 745
BpCholesterolPainSexSugar, svc, 0.7836603727014685, 745
BpCholesterolPainSexSugar, decision_tree, 0.6281824015796619, 745
BpCholesterolPainSexSugar, random_forest, 0.705803035912625, 745
BpCholesterolEcgPainSex, linear, -2.000644063606651, 832
BpCholesterolEcgPainSex, knn, 0.7583221387291326, 832
BpCholesterolEcgPainSex, logistic, 0.7558974574255208, 832
BpCholesterolEcgPainSex, gaussian, 0.7644749730629836, 832
BpCholesterolEcgPainSex, svc, 0.7931894826693533, 832
BpCholesterolEcgPainSex, decision_tree, 0.6827046863411834, 832
BpCholesterolEcgPainSex, random_forest, 0.7223780137973497, 832
BpCholesterolHrPainSex, linear, -1.497654844501123, 834
BpCholesterolHrPainSex, knn, 0.7759959164388646, 834
BpCholesterolHrPainSex, logistic, 0.7710192028618676, 834
BpCholesterolHrPainSex, gaussian, 0.7773141304714658, 834
BpCholesterolHrPainSex, svc, 0.7856628193446054, 834
BpCholesterolHrPainSex, decision_tree, 0.6883292835206373, 834
BpCholesterolHrPainSex, random_forest, 0.7412125814181094, 834
AnginaBpCholesterolPainSex, linear, -1.5161693676024672, 834
AnginaBpCholesterolPainSex, knn, 0.7533184840201139, 834
AnginaBpCholesterolPainSex, logistic, 0.75925584691708, 834
AnginaBpCholesterolPainSex, gaussian, 0.7653516587357835, 834
AnginaBpCholesterolPainSex, svc, 0.784542708649725, 834
AnginaBpCholesterolPainSex, decision_tree, 0.7076624143633357, 834
AnginaBpCholesterolPainSex, random_forest, 0.7484274914785191, 834
BpCholesterolDepressionPainSex, linear, -1.785515724413442, 827
BpCholesterolDepressionPainSex, knn, 0.7788484950253978, 827
BpCholesterolDepressionPainSex, logistic, 0.7738980311489861, 827
BpCholesterolDepressionPainSex, gaussian, 0.777584554244854, 827
BpCholesterolDepressionPainSex, svc, 0.7957163147362972, 827
BpCholesterolDepressionPainSex, decision_tree, 0.7112876593481942, 827
BpCholesterolDepressionPainSex, random_forest, 0.7342544393602284, 827
BpCholesterolPainSexSlope, linear, -0.19357440722597416, 600
BpCholesterolPainSexSlope, knn, 0.7769936093359266, 600
BpCholesterolPainSexSlope, logistic, 0.7852459016393442, 600
BpCholesterolPainSexSlope, gaussian, 0.7773270352875798, 600
BpCholesterolPainSexSlope, svc, 0.7916365657126979, 600
BpCholesterolPainSexSlope, decision_tree, 0.7151708808002223, 600
BpCholesterolPainSexSlope, random_forest, 0.7469852736871354, 600
BpCholesterolPainSexVessels, linear, 0.31039623096274205, 308
BpCholesterolPainSexVessels, knn, 0.7627083333333332, 308
BpCholesterolPainSexVessels, logistic, 0.781875, 308
BpCholesterolPainSexVessels, gaussian, 0.75875, 308
BpCholesterolPainSexVessels, svc, 0.7585416666666667, 308
BpCholesterolPainSexVessels, decision_tree, 0.7491666666666666, 308
BpCholesterolPainSexVessels, random_forest, 0.778125, 308
BpCholesterolPainSexThal, linear, -0.014153392362873763, 429
BpCholesterolPainSexThal, knn, 0.7839273129970805, 429
BpCholesterolPainSexThal, logistic, 0.790901540320145, 429
BpCholesterolPainSexThal, gaussian, 0.8143889056679754, 429
BpCholesterolPainSexThal, svc, 0.7884173965569314, 429
BpCholesterolPainSexThal, decision_tree, 0.6925349843954496, 429
BpCholesterolPainSexThal, random_forest, 0.7369601328903654, 429
BpEcgPainSexSugar, linear, -1.349133165932376, 771
BpEcgPainSexSugar, knn, 0.7147392081602607, 771
BpEcgPainSexSugar, logistic, 0.7573295125926706, 771
BpEcgPainSexSugar, gaussian, 0.7471077168445589, 771
BpEcgPainSexSugar, svc, 0.76789000473211, 771
BpEcgPainSexSugar, decision_tree, 0.6811035455772297, 771
BpEcgPainSexSugar, random_forest, 0.7275925828557408, 771
BpHrPainSexSugar, linear, -0.9767548455324327, 772
BpHrPainSexSugar, knn, 0.7536003470213998, 772
BpHrPainSexSugar, logistic, 0.7652741994847257, 772
BpHrPainSexSugar, gaussian, 0.756299402352034, 772
BpHrPainSexSugar, svc, 0.7666403771666931, 772
BpHrPainSexSugar, decision_tree, 0.6850123560649877, 772
BpHrPainSexSugar, random_forest, 0.7264936817568397, 772
AnginaBpPainSexSugar, linear, -1.006377904015165, 772
AnginaBpPainSexSugar, knn, 0.7837780640412221, 772
AnginaBpPainSexSugar, logistic, 0.7655427905427905, 772
AnginaBpPainSexSugar, gaussian, 0.7526223776223776, 772
AnginaBpPainSexSugar, svc, 0.780910317752423, 772
AnginaBpPainSexSugar, decision_tree, 0.7566047987100619, 772
AnginaBpPainSexSugar, random_forest, 0.760499588131167, 772
BpDepressionPainSexSugar, linear, -1.2896800833986384, 768
BpDepressionPainSexSugar, knn, 0.7384356871198976, 768
BpDepressionPainSexSugar, logistic, 0.7812976497187023, 768
BpDepressionPainSexSugar, gaussian, 0.7710079394289922, 768
BpDepressionPainSexSugar, svc, 0.7799152601784181, 768
BpDepressionPainSexSugar, decision_tree, 0.6836799165746534, 768
BpDepressionPainSexSugar, random_forest, 0.7368832921464501, 768
BpPainSexSlopeSugar, linear, -0.3770605966671392, 539
BpPainSexSlopeSugar, knn, 0.747519217330538, 539
BpPainSexSlopeSugar, logistic, 0.7845911949685535, 539
BpPainSexSlopeSugar, gaussian, 0.7697763801537385, 539
BpPainSexSlopeSugar, svc, 0.7901118099231306, 539
BpPainSexSlopeSugar, decision_tree, 0.7253319357092942, 539
BpPainSexSlopeSugar, random_forest, 0.7512928022361984, 539
BpPainSexSugarVessels, linear, 0.3351379055990328, 304
BpPainSexSugarVessels, knn, 0.7960215053763442, 304
BpPainSexSugarVessels, logistic, 0.7794623655913979, 304
BpPainSexSugarVessels, gaussian, 0.7727956989247311, 304
BpPainSexSugarVessels, svc, 0.7529032258064516, 304
BpPainSexSugarVessels, decision_tree, 0.7270967741935483, 304
BpPainSexSugarVessels, random_forest, 0.7467741935483871, 304
BpPainSexSugarThal, linear, -0.17735945610627118, 403
BpPainSexSugarThal, knn, 0.7672420262664166, 403
BpPainSexSugarThal, logistic, 0.7772451532207629, 403
BpPainSexSugarThal, gaussian, 0.7476047529706066, 403
BpPainSexSugarThal, svc, 0.7396013133208256, 403
BpPainSexSugarThal, decision_tree, 0.6875093808630395, 403
BpPainSexSugarThal, random_forest, 0.737037210756723, 403
BpEcgHrPainSex, linear, -1.440638225639379, 859
BpEcgHrPainSex, knn, 0.7460122332814441, 859
BpEcgHrPainSex, logistic, 0.77508262968379, 859
BpEcgHrPainSex, gaussian, 0.7670239162224632, 859
BpEcgHrPainSex, svc, 0.7636039435822444, 859
BpEcgHrPainSex, decision_tree, 0.6600984323159897, 859
BpEcgHrPainSex, random_forest, 0.7275695394436843, 859
AnginaBpEcgPainSex, linear, -1.3945776266021648, 859
AnginaBpEcgPainSex, knn, 0.7486095256065537, 859
AnginaBpEcgPainSex, logistic, 0.7763940122961774, 859
AnginaBpEcgPainSex, gaussian, 0.7810728493482395, 859
AnginaBpEcgPainSex, svc, 0.7892941490950831, 859
AnginaBpEcgPainSex, decision_tree, 0.7112898407157571, 859
AnginaBpEcgPainSex, random_forest, 0.7508262968379013, 859
BpDepressionEcgPainSex, linear, -0.11092992473654484, 852
BpDepressionEcgPainSex, knn, 0.7605230929581135, 852
BpDepressionEcgPainSex, logistic, 0.7779639762881897, 852
BpDepressionEcgPainSex, gaussian, 0.7793189368770763, 852
BpDepressionEcgPainSex, svc, 0.7886219138818318, 852
BpDepressionEcgPainSex, decision_tree, 0.6958686730506156, 852
BpDepressionEcgPainSex, random_forest, 0.7286603478600743, 852
BpEcgPainSexSlope, linear, -0.2576307791215401, 607
BpEcgPainSexSlope, knn, 0.7544535519125682, 607
BpEcgPainSexSlope, logistic, 0.7823224043715846, 607
BpEcgPainSexSlope, gaussian, 0.7627322404371585, 607
BpEcgPainSexSlope, svc, 0.7938524590163935, 607
BpEcgPainSexSlope, decision_tree, 0.7146994535519127, 607
BpEcgPainSexSlope, random_forest, 0.7526502732240438, 607
BpEcgPainSexVessels, linear, 0.3180776890784814, 309
BpEcgPainSexVessels, knn, 0.7246102150537634, 309
BpEcgPainSexVessels, logistic, 0.7698118279569892, 309
BpEcgPainSexVessels, gaussian, 0.7660685483870968, 309
BpEcgPainSexVessels, svc, 0.7471102150537635, 309
BpEcgPainSexVessels, decision_tree, 0.7211760752688172, 309
BpEcgPainSexVessels, random_forest, 0.7315860215053763, 309
BpEcgPainSexThal, linear, -0.27391482981280896, 430
BpEcgPainSexThal, knn, 0.7651011778918755, 430
BpEcgPainSexThal, logistic, 0.7743506493506493, 430
BpEcgPainSexThal, gaussian, 0.7789489580187253, 430
BpEcgPainSexThal, svc, 0.7626673713883017, 430
BpEcgPainSexThal, decision_tree, 0.6829205678042888, 430
BpEcgPainSexThal, random_forest, 0.7139182522903453, 430
AnginaBpHrPainSex, linear, -1.1971274644130487, 861
AnginaBpHrPainSex, knn, 0.7770248596631916, 861
AnginaBpHrPainSex, logistic, 0.7805934242181235, 861
AnginaBpHrPainSex, gaussian, 0.7735899492114408, 861
AnginaBpHrPainSex, svc, 0.7956829724672547, 861
AnginaBpHrPainSex, decision_tree, 0.7259155306067897, 861
AnginaBpHrPainSex, random_forest, 0.7561213579256884, 861
BpDepressionHrPainSex, linear, -0.027641689538673585, 854
BpDepressionHrPainSex, knn, 0.7679372679304279, 854
BpDepressionHrPainSex, logistic, 0.7831506090808416, 854
BpDepressionHrPainSex, gaussian, 0.7855439385056346, 854
BpDepressionHrPainSex, svc, 0.7948322584847892, 854
BpDepressionHrPainSex, decision_tree, 0.7283076021106117, 854
BpDepressionHrPainSex, random_forest, 0.74562504071396, 854
BpHrPainSexSlope, linear, -0.14865849008259396, 608
BpHrPainSexSlope, knn, 0.7926934602503084, 608
BpHrPainSexSlope, logistic, 0.7975824078970561, 608
BpHrPainSexSlope, gaussian, 0.7795769434161819, 608
BpHrPainSexSlope, svc, 0.7927472236911688, 608
BpHrPainSexSlope, decision_tree, 0.709020800282038, 608
BpHrPainSexSlope, random_forest, 0.7697100299665081, 608
BpHrPainSexVessels, linear, 0.3647952499154784, 309
BpHrPainSexVessels, knn, 0.7831451612903226, 309
BpHrPainSexVessels, logistic, 0.7914717741935483, 309
BpHrPainSexVessels, gaussian, 0.7949126344086023, 309
BpHrPainSexVessels, svc, 0.7822043010752688, 309
BpHrPainSexVessels, decision_tree, 0.7180443548387097, 309
BpHrPainSexVessels, random_forest, 0.7863709677419355, 309
BpHrPainSexThal, linear, 0.06430454900200526, 430
BpHrPainSexThal, knn, 0.8212020537601934, 430
BpHrPainSexThal, logistic, 0.8162740360414779, 430
BpHrPainSexThal, gaussian, 0.8254177992550085, 430
BpHrPainSexThal, svc, 0.8002088996275042, 430
BpHrPainSexThal, decision_tree, 0.7029849994966274, 430
BpHrPainSexThal, random_forest, 0.7768297593878989, 430
AnginaBpDepressionPainSex, linear, -0.08799324919401359, 854
AnginaBpDepressionPainSex, knn, 0.7702908605302585, 854
AnginaBpDepressionPainSex, logistic, 0.7866243241482639, 854
AnginaBpDepressionPainSex, gaussian, 0.7784994462901439, 854
AnginaBpDepressionPainSex, svc, 0.7971858510846198, 854
AnginaBpDepressionPainSex, decision_tree, 0.7283336590450132, 854
AnginaBpDepressionPainSex, random_forest, 0.7516038043124226, 854
AnginaBpPainSexSlope, linear, -0.2253935096028448, 608
AnginaBpPainSexSlope, knn, 0.7959968270756212, 608
AnginaBpPainSexSlope, logistic, 0.8025022034197073, 608
AnginaBpPainSexSlope, gaussian, 0.7780706857042128, 608
AnginaBpPainSexSlope, svc, 0.7877190199189141, 608
AnginaBpPainSexSlope, decision_tree, 0.7317874140666315, 608
AnginaBpPainSexSlope, random_forest, 0.7578556319407721, 608
AnginaBpPainSexVessels, linear, 0.3771229026010595, 309
AnginaBpPainSexVessels, knn, 0.7824126344086022, 309
AnginaBpPainSexVessels, logistic, 0.7815860215053765, 309
AnginaBpPainSexVessels, gaussian, 0.788877688172043, 309
AnginaBpPainSexVessels, svc, 0.8210551075268816, 309
AnginaBpPainSexVessels, decision_tree, 0.7435618279569892, 309
AnginaBpPainSexVessels, random_forest, 0.7409610215053763, 309
AnginaBpPainSexThal, linear, -0.2117533334415743, 430
AnginaBpPainSexThal, knn, 0.7655265277358301, 430
AnginaBpPainSexThal, logistic, 0.8002617537501259, 430
AnginaBpPainSexThal, gaussian, 0.802318030806403, 430
AnginaBpPainSexThal, svc, 0.7675299506694855, 430
AnginaBpPainSexThal, decision_tree, 0.7025093123930334, 430
AnginaBpPainSexThal, random_forest, 0.7397815362931641, 430
BpDepressionPainSexSlope, linear, -0.2562390137340105, 608
BpDepressionPainSexSlope, knn, 0.7861343204653622, 608
BpDepressionPainSexSlope, logistic, 0.8024502027146129, 608
BpDepressionPainSexSlope, gaussian, 0.7943610082848581, 608
BpDepressionPainSexSlope, svc, 0.7910259122157588, 608
BpDepressionPainSexSlope, decision_tree, 0.7350123391503613, 608
BpDepressionPainSexSlope, random_forest, 0.7317354133615371, 608
BpDepressionPainSexVessels, linear, 0.3641850728381944, 309
BpDepressionPainSexVessels, knn, 0.7886626344086021, 309
BpDepressionPainSexVessels, logistic, 0.7982459677419355, 309
BpDepressionPainSexVessels, gaussian, 0.7951209677419355, 309
BpDepressionPainSexVessels, svc, 0.7752284946236558, 309
BpDepressionPainSexVessels, decision_tree, 0.7270026881720429, 309
BpDepressionPainSexVessels, random_forest, 0.7815793010752687, 309
BpDepressionPainSexThal, linear, -0.342770391549216, 426
BpDepressionPainSexThal, knn, 0.7631229235880398, 426
BpDepressionPainSexThal, logistic, 0.7820598006644517, 426
BpDepressionPainSexThal, gaussian, 0.7866555924695459, 426
BpDepressionPainSexThal, svc, 0.7866002214839424, 426
BpDepressionPainSexThal, decision_tree, 0.6903100775193799, 426
BpDepressionPainSexThal, random_forest, 0.6856589147286822, 426
BpPainSexSlopeVessels, linear, 0.3679549647593281, 306
BpPainSexSlopeVessels, knn, 0.8002419354838709, 306
BpPainSexSlopeVessels, logistic, 0.8101276881720431, 306
BpPainSexSlopeVessels, gaussian, 0.8104435483870966, 306
BpPainSexSlopeVessels, svc, 0.8164852150537634, 306
BpPainSexSlopeVessels, decision_tree, 0.757842741935484, 306
BpPainSexSlopeVessels, random_forest, 0.7677486559139786, 306
BpPainSexSlopeThal, linear, -0.08949586367628866, 384
BpPainSexSlopeThal, knn, 0.8150877192982456, 384
BpPainSexSlopeThal, logistic, 0.8179217273954116, 384
BpPainSexSlopeThal, gaussian, 0.8177867746288798, 384
BpPainSexSlopeThal, svc, 0.8069905533063428, 384
BpPainSexSlopeThal, decision_tree, 0.7394399460188934, 384
BpPainSexSlopeThal, random_forest, 0.7682523616734143, 384
BpPainSexThalVessels, linear, 0.4247331663792999, 299
BpPainSexThalVessels, knn, 0.8094252873563219, 299
BpPainSexThalVessels, logistic, 0.8228735632183908, 299
BpPainSexThalVessels, gaussian, 0.7994252873563219, 299
BpPainSexThalVessels, svc, 0.8162068965517243, 299
BpPainSexThalVessels, decision_tree, 0.7693103448275861, 299
BpPainSexThalVessels, random_forest, 0.7725287356321839, 299
CholesterolEcgPainSexSugar, linear, -0.02514157239881032, 799
CholesterolEcgPainSexSugar, knn, 0.7331540084388185, 799
CholesterolEcgPainSexSugar, logistic, 0.7532659399906235, 799
CholesterolEcgPainSexSugar, gaussian, 0.7457655493045787, 799
CholesterolEcgPainSexSugar, svc, 0.7494997265197687, 799
CholesterolEcgPainSexSugar, decision_tree, 0.6342457805907173, 799
CholesterolEcgPainSexSugar, random_forest, 0.6793881856540084, 799
CholesterolHrPainSexSugar, linear, -1.5386075861935142, 748
CholesterolHrPainSexSugar, knn, 0.7401278538812786, 748
CholesterolHrPainSexSugar, logistic, 0.7616073059360731, 748
CholesterolHrPainSexSugar, gaussian, 0.7562739726027398, 748
CholesterolHrPainSexSugar, svc, 0.7627945205479453, 748
CholesterolHrPainSexSugar, decision_tree, 0.6440547945205479, 748
CholesterolHrPainSexSugar, random_forest, 0.6908675799086758, 748
AnginaCholesterolPainSexSugar, linear, -1.376767217523938, 748
AnginaCholesterolPainSexSugar, knn, 0.7267945205479454, 748
AnginaCholesterolPainSexSugar, logistic, 0.7616073059360731, 748
AnginaCholesterolPainSexSugar, gaussian, 0.7442739726027396, 748
AnginaCholesterolPainSexSugar, svc, 0.7494977168949772, 748
AnginaCholesterolPainSexSugar, decision_tree, 0.6879817351598173, 748
AnginaCholesterolPainSexSugar, random_forest, 0.7188675799086758, 748
CholesterolDepressionPainSexSugar, linear, -1.637189085613734, 745
CholesterolDepressionPainSexSugar, knn, 0.7717104776008885, 745
CholesterolDepressionPainSexSugar, logistic, 0.7648796741947426, 745
CholesterolDepressionPainSexSugar, gaussian, 0.7879471800567692, 745
CholesterolDepressionPainSexSugar, svc, 0.7823761569788967, 745
CholesterolDepressionPainSexSugar, decision_tree, 0.7178652350981117, 745
CholesterolDepressionPainSexSugar, random_forest, 0.7689522399111441, 745
CholesterolPainSexSlopeSugar, linear, -0.3507364359433579, 534
CholesterolPainSexSlopeSugar, knn, 0.7565997419771004, 534
CholesterolPainSexSlopeSugar, logistic, 0.7806738160511746, 534
CholesterolPainSexSlopeSugar, gaussian, 0.7644667526743001, 534
CholesterolPainSexSlopeSugar, svc, 0.7807101005214213, 534
CholesterolPainSexSlopeSugar, decision_tree, 0.7268626028059991, 534
CholesterolPainSexSlopeSugar, random_forest, 0.7474466483900446, 534
CholesterolPainSexSugarVessels, linear, 0.3233456061283238, 303
CholesterolPainSexSugarVessels, knn, 0.7881720430107527, 303
CholesterolPainSexSugarVessels, logistic, 0.7684946236559139, 303
CholesterolPainSexSugarVessels, gaussian, 0.7754838709677421, 303
CholesterolPainSexSugarVessels, svc, 0.7619354838709678, 303
CholesterolPainSexSugarVessels, decision_tree, 0.7389247311827958, 303
CholesterolPainSexSugarVessels, random_forest, 0.7486021505376343, 303
CholesterolPainSexSugarThal, linear, -0.2270634198425327, 404
CholesterolPainSexSugarThal, knn, 0.7724656035021888, 404
CholesterolPainSexSugarThal, logistic, 0.7673405253283303, 404
CholesterolPainSexSugarThal, gaussian, 0.7899624765478424, 404
CholesterolPainSexSugarThal, svc, 0.7749015009380863, 404
CholesterolPainSexSugarThal, decision_tree, 0.6982520325203252, 404
CholesterolPainSexSugarThal, random_forest, 0.7528986866791746, 404
CholesterolEcgHrPainSex, linear, -1.5952824757664443, 836
CholesterolEcgHrPainSex, knn, 0.7491991495393342, 836
CholesterolEcgHrPainSex, logistic, 0.7692558469170802, 836
CholesterolEcgHrPainSex, gaussian, 0.7862650602409638, 836
CholesterolEcgHrPainSex, svc, 0.7613040396881644, 836
CholesterolEcgHrPainSex, decision_tree, 0.685797306874557, 836
CholesterolEcgHrPainSex, random_forest, 0.7239829907866762, 836
AnginaCholesterolEcgPainSex, linear, -1.6053173656510626, 836
AnginaCholesterolEcgPainSex, knn, 0.7587810063784548, 836
AnginaCholesterolEcgPainSex, logistic, 0.7728703047484055, 836
AnginaCholesterolEcgPainSex, gaussian, 0.7755350815024806, 836
AnginaCholesterolEcgPainSex, svc, 0.7480510276399717, 836
AnginaCholesterolEcgPainSex, decision_tree, 0.7087172218284904, 836
AnginaCholesterolEcgPainSex, random_forest, 0.7347696669029058, 836
CholesterolDepressionEcgPainSex, linear, -1.9673547243075329, 829
CholesterolDepressionEcgPainSex, knn, 0.7790492982382491, 829
CholesterolDepressionEcgPainSex, logistic, 0.7767708464520101, 829
CholesterolDepressionEcgPainSex, gaussian, 0.7984876789387515, 829
CholesterolDepressionEcgPainSex, svc, 0.79124477002085, 829
CholesterolDepressionEcgPainSex, decision_tree, 0.7320155185200733, 829
CholesterolDepressionEcgPainSex, random_forest, 0.7695118452905699, 829
CholesterolEcgPainSexSlope, linear, -0.2491807573902983, 602
CholesterolEcgPainSexSlope, knn, 0.7576549041400389, 602
CholesterolEcgPainSexSlope, logistic, 0.7839955543206446, 602
CholesterolEcgPainSexSlope, gaussian, 0.7713253681578218, 602
CholesterolEcgPainSexSlope, svc, 0.7839955543206447, 602
CholesterolEcgPainSexSlope, decision_tree, 0.7504862461794943, 602
CholesterolEcgPainSexSlope, random_forest, 0.7807724367879967, 602
CholesterolEcgPainSexVessels, linear, 0.3018675523667461, 308
CholesterolEcgPainSexVessels, knn, 0.7456250000000001, 308
CholesterolEcgPainSexVessels, logistic, 0.7654166666666666, 308
CholesterolEcgPainSexVessels, gaussian, 0.7641666666666668, 308
CholesterolEcgPainSexVessels, svc, 0.7262500000000001, 308
CholesterolEcgPainSexVessels, decision_tree, 0.7112499999999999, 308
CholesterolEcgPainSexVessels, random_forest, 0.7427083333333333, 308
CholesterolEcgPainSexThal, linear, -0.09585946660958804, 432
CholesterolEcgPainSexThal, knn, 0.7968614718614718, 432
CholesterolEcgPainSexThal, logistic, 0.7878787878787878, 432
CholesterolEcgPainSexThal, gaussian, 0.7982683982683982, 432
CholesterolEcgPainSexThal, svc, 0.8045454545454547, 432
CholesterolEcgPainSexThal, decision_tree, 0.7257575757575757, 432
CholesterolEcgPainSexThal, random_forest, 0.778896103896104, 432
AnginaCholesterolHrPainSex, linear, -1.3140920306963584, 838
AnginaCholesterolHrPainSex, knn, 0.7687501265566468, 838
AnginaCholesterolHrPainSex, logistic, 0.7829675002531133, 838
AnginaCholesterolHrPainSex, gaussian, 0.7807839762410991, 838
AnginaCholesterolHrPainSex, svc, 0.7855045391650637, 838
AnginaCholesterolHrPainSex, decision_tree, 0.6958541729944991, 838
AnginaCholesterolHrPainSex, random_forest, 0.7150595659950727, 838
CholesterolDepressionHrPainSex, linear, -1.5073011177343465, 830
CholesterolDepressionHrPainSex, knn, 0.7756307459804374, 830
CholesterolDepressionHrPainSex, logistic, 0.7757479394931642, 830
CholesterolDepressionHrPainSex, gaussian, 0.7841522885968963, 830
CholesterolDepressionHrPainSex, svc, 0.8009333501252396, 830
CholesterolDepressionHrPainSex, decision_tree, 0.6961560527825588, 830
CholesterolDepressionHrPainSex, random_forest, 0.7611445783132529, 830
CholesterolHrPainSexSlope, linear, -0.11969078841229873, 602
CholesterolHrPainSexSlope, knn, 0.7922816523108271, 602
CholesterolHrPainSexSlope, logistic, 0.7888644993979809, 602
CholesterolHrPainSexSlope, gaussian, 0.7862508104102992, 602
CholesterolHrPainSexSlope, svc, 0.7921714365101417, 602
CholesterolHrPainSexSlope, decision_tree, 0.7109081226266556, 602
CholesterolHrPainSexSlope, random_forest, 0.7657214967120496, 602
CholesterolHrPainSexVessels, linear, 0.3560241168814281, 308
CholesterolHrPainSexVessels, knn, 0.7941666666666667, 308
CholesterolHrPainSexVessels, logistic, 0.8143750000000001, 308
CholesterolHrPainSexVessels, gaussian, 0.7879166666666668, 308
CholesterolHrPainSexVessels, svc, 0.778125, 308
CholesterolHrPainSexVessels, decision_tree, 0.7108333333333333, 308
CholesterolHrPainSexVessels, random_forest, 0.7420833333333333, 308
CholesterolHrPainSexThal, linear, 0.054940778420688965, 431
CholesterolHrPainSexThal, knn, 0.7968212020537602, 431
CholesterolHrPainSexThal, logistic, 0.8122923588039868, 431
CholesterolHrPainSexThal, gaussian, 0.825010067451928, 431
CholesterolHrPainSexThal, svc, 0.8200870834591765, 431
CholesterolHrPainSexThal, decision_tree, 0.7269707037148898, 431
CholesterolHrPainSexThal, random_forest, 0.7779396959629519, 431
AnginaCholesterolDepressionPainSex, linear, -1.6205281659055235, 830
AnginaCholesterolDepressionPainSex, knn, 0.775704210570505, 830
AnginaCholesterolDepressionPainSex, logistic, 0.7853277220379776, 830
AnginaCholesterolDepressionPainSex, gaussian, 0.7925433441081399, 830
AnginaCholesterolDepressionPainSex, svc, 0.7708558974574254, 830
AnginaCholesterolDepressionPainSex, decision_tree, 0.7432902341071603, 830
AnginaCholesterolDepressionPainSex, random_forest, 0.7552376754404377, 830
AnginaCholesterolPainSexSlope, linear, -0.1351377101660412, 602
AnginaCholesterolPainSexSlope, knn, 0.7975358895989626, 602
AnginaCholesterolPainSexSlope, logistic, 0.8037297397425209, 602
AnginaCholesterolPainSexSlope, gaussian, 0.7793035102343243, 602
AnginaCholesterolPainSexSlope, svc, 0.7888371769936093, 602
AnginaCholesterolPainSexSlope, decision_tree, 0.7243252755395017, 602
AnginaCholesterolPainSexSlope, random_forest, 0.7461077151060479, 602
AnginaCholesterolPainSexVessels, linear, 0.3621487570602073, 308
AnginaCholesterolPainSexVessels, knn, 0.8043750000000001, 308
AnginaCholesterolPainSexVessels, logistic, 0.7979166666666667, 308
AnginaCholesterolPainSexVessels, gaussian, 0.7914583333333335, 308
AnginaCholesterolPainSexVessels, svc, 0.804375, 308
AnginaCholesterolPainSexVessels, decision_tree, 0.7689583333333334, 308
AnginaCholesterolPainSexVessels, random_forest, 0.7754166666666668, 308
AnginaCholesterolPainSexThal, linear, -0.07863140531953787, 431
AnginaCholesterolPainSexThal, knn, 0.7781561461794021, 431
AnginaCholesterolPainSexThal, logistic, 0.8105079029497635, 431
AnginaCholesterolPainSexThal, gaussian, 0.8110490284908891, 431
AnginaCholesterolPainSexThal, svc, 0.8019606362629619, 431
AnginaCholesterolPainSexThal, decision_tree, 0.764195107218363, 431
AnginaCholesterolPainSexThal, random_forest, 0.771232256115977, 431
CholesterolDepressionPainSexSlope, linear, -0.15977625258800693, 603
CholesterolDepressionPainSexSlope, knn, 0.7677160322311753, 603
CholesterolDepressionPainSexSlope, logistic, 0.7942516439751781, 603
CholesterolDepressionPainSexSlope, gaussian, 0.7862480318607021, 603
CholesterolDepressionPainSexSlope, svc, 0.7957789200703899, 603
CholesterolDepressionPainSexSlope, decision_tree, 0.7380439010836343, 603
CholesterolDepressionPainSexSlope, random_forest, 0.7842488654255809, 603
CholesterolDepressionPainSexVessels, linear, 0.3474126945218797, 308
CholesterolDepressionPainSexVessels, knn, 0.775, 308
CholesterolDepressionPainSexVessels, logistic, 0.8300000000000001, 308
CholesterolDepressionPainSexVessels, gaussian, 0.7870833333333331, 308
CholesterolDepressionPainSexVessels, svc, 0.7810416666666666, 308
CholesterolDepressionPainSexVessels, decision_tree, 0.7389583333333334, 308
CholesterolDepressionPainSexVessels, random_forest, 0.7654166666666666, 308
CholesterolDepressionPainSexThal, linear, -0.12787231619656178, 426
CholesterolDepressionPainSexThal, knn, 0.7893385684083359, 426
CholesterolDepressionPainSexThal, logistic, 0.8055119299305347, 426
CholesterolDepressionPainSexThal, gaussian, 0.8106589147286822, 426
CholesterolDepressionPainSexThal, svc, 0.8035185744488069, 426
CholesterolDepressionPainSexThal, decision_tree, 0.7353493405818987, 426
CholesterolDepressionPainSexThal, random_forest, 0.8010218463706836, 426
CholesterolPainSexSlopeVessels, linear, 0.3526581754124762, 306
CholesterolPainSexSlopeVessels, knn, 0.7861760752688172, 306
CholesterolPainSexSlopeVessels, logistic, 0.8068010752688173, 306
CholesterolPainSexSlopeVessels, gaussian, 0.780241935483871, 306
CholesterolPainSexSlopeVessels, svc, 0.7831586021505376, 306
CholesterolPainSexSlopeVessels, decision_tree, 0.7413844086021505, 306
CholesterolPainSexSlopeVessels, random_forest, 0.7832526881720431, 306
CholesterolPainSexSlopeThal, linear, -0.002281141092892658, 385
CholesterolPainSexSlopeThal, knn, 0.8129284750337382, 385
CholesterolPainSexSlopeThal, logistic, 0.8052361673414306, 385
CholesterolPainSexSlopeThal, gaussian, 0.8129284750337382, 385
CholesterolPainSexSlopeThal, svc, 0.8127935222672065, 385
CholesterolPainSexSlopeThal, decision_tree, 0.7531342780026992, 385
CholesterolPainSexSlopeThal, random_forest, 0.7739946018893387, 385
CholesterolPainSexThalVessels, linear, 0.4164805109974664, 299
CholesterolPainSexThalVessels, knn, 0.8228735632183908, 299
